N,Time_N,Iout,Ibat,I3,Uout,Ubat,U3,Tcase,Error,State,Message,Flag,Manual,Trim,Relay,Input,Ndigits_AB,Tdigits_AB,N_KAN,Reg_1000_n,Uout_n,Iout_n,Mode_n,Uset_n,Iset_n,Uab_n,Uac_n,Ubc_n,T_n,Work_KAN,F_CAP_SUM_KIP,T_KKM1_HAWK,T_KKM2_HAWK,T_CASE_HAWK,T_AIR_HAWK,RELAY_STATE
5101,2023-06-04T14:47:46.712Z,0,-3.19,0,0,21.03,-0.01,2300,Ошибок нет!,SOD_15A_10s,Iвых. почти макс.!,On,Avto,3,112,56,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,22,23,21.8,1
5102,2023-06-04T14:47:47.708Z,0,-3.18,0,0,21.04,-0.01,2300,Ошибок нет!,SOD_15A_10s,Iвых. почти макс.!,On,Avto,3,112,56,2,nan,0 - respond,0,0.04,0,Off,29,3,241,0,0,23,1,0,23,21,23,21.8,1
5103,2023-06-04T14:47:48.711Z,0,-3.19,0,0,21.01,-0.01,2300,Ошибок нет!,SOD_15A_10s,Iвых. почти макс.!,On,Avto,3,112,56,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,21,23,21.8,1
5104,2023-06-04T14:47:49.715Z,0,-3.18,0,0,21.03,-0.01,2300,Ошибок нет!,SOD_15A_10s,Iвых. почти макс.!,On,Avto,3,112,56,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,22,23,21.8,1
5105,2023-06-04T14:47:50.698Z,0,-3.18,0,0,21.03,-0.01,2300,Ошибок нет!,SOD_15A_10s,Iвых. почти макс.!,On,Avto,3,112,56,1,nan,0 - respond,0,0.04,0,Off,29,3,241,0,0,23,1,0,23,22,23,21.7,1
5106,2023-06-04T14:47:51.702Z,0,-3.19,0,0,21,-0.01,2300,Ошибок нет!,SOD_15A_10s,Разбаланс батареи,On,Avto,3,112,56,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,22,23,21.7,1
5107,2023-06-04T14:47:52.709Z,0,0,0,0,21.66,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,56,3,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,23,1,0,23,22,23,21.7,1
5108,2023-06-04T14:47:53.713Z,0,-0.01,0,0,21.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,22,22,23,21.7,1
5109,2023-06-04T14:47:54.707Z,0,0,0,0,21.72,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,22,22,23,21.7,1
5110,2023-06-04T14:47:55.710Z,0,-0.01,0,0,21.73,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,23,1,0,22,22,23,21.7,1
5111,2023-06-04T14:47:56.707Z,0,-0.01,0,0,21.74,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,23,21,23,21.7,1
5112,2023-06-04T14:47:57.698Z,0,-0.01,0,0,21.76,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,22,21,23,21.7,1
5113,2023-06-04T14:47:58.712Z,0,-0.01,0,0,21.77,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.7,1
5114,2023-06-04T14:47:59.698Z,0,-0.01,0,0,21.76,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,21,23,21.7,1
5115,2023-06-04T14:48:00.704Z,0,0,0,0,21.77,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,22,22,23,21.7,1
5116,2023-06-04T14:48:01.718Z,0,-0.01,0,0,21.79,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.7,1
5117,2023-06-04T14:48:02.708Z,0,-0.01,0,0,21.79,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,22,22,23,21.8,1
5118,2023-06-04T14:48:03.714Z,0,-0.01,0,0,21.79,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,22,22,23,21.8,1
5119,2023-06-04T14:48:04.713Z,0,-0.01,0,0,21.8,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,22,22,23,21.8,1
5120,2023-06-04T14:48:05.702Z,0,-0.01,0,0,21.8,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,23,1,0,22,21,23,21.8,1
5121,2023-06-04T14:48:06.707Z,0,-0.01,0,0,21.79,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5122,2023-06-04T14:48:07.733Z,0,0,0,0,21.82,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,23,1,0,22,22,23,21.7,1
5123,2023-06-04T14:48:08.705Z,0,0,0,0,21.82,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,22,23,21.7,1
5124,2023-06-04T14:48:09.717Z,0,-0.01,0,0,21.82,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,22,23,21.7,1
5125,2023-06-04T14:48:10.767Z,0,-0.01,0,0,21.82,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,21,23,21.7,1
5126,2023-06-04T14:48:11.726Z,0,-0.01,0,0,21.8,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,23,1,0,23,21,23,21.7,1
5127,2023-06-04T14:48:12.717Z,0,-0.01,0,0,21.82,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,23,1,0,23,22,23,21.7,1
5128,2023-06-04T14:48:13.729Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,23,1,0,22,22,23,21.8,1
5129,2023-06-04T14:48:14.709Z,0,0,0,0,21.84,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0,Off,29,3,240,0,0,23,1,0,23,22,23,21.8,1
5130,2023-06-04T14:48:15.709Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,240,0,0,23,1,0,23,22,23,21.8,1
5131,2023-06-04T14:48:16.701Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,240,0,0,23,1,0,23,21,23,21.8,1
5132,2023-06-04T14:48:17.710Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,22,23,21.7,1
5133,2023-06-04T14:48:18.702Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0,Off,29,3,241,0,0,23,1,0,22,21,23,21.8,1
5134,2023-06-04T14:48:19.709Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,22,23,21.8,1
5135,2023-06-04T14:48:20.702Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0,Off,29,3,241,0,0,23,1,0,23,22,23,21.8,1
5136,2023-06-04T14:48:21.709Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,22,22,23,21.8,1
5137,2023-06-04T14:48:22.701Z,0,0,0,0,21.84,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,23,1,0,22,22,23,21.8,1
5138,2023-06-04T14:48:23.710Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5139,2023-06-04T14:48:24.701Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5140,2023-06-04T14:48:25.713Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,22,22,23,21.8,1
5141,2023-06-04T14:48:26.701Z,0,-0.04,0,0,21.84,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,21,23,21.8,1
5142,2023-06-04T14:48:27.709Z,0,-0.01,0,0,21.83,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,21,23,21.8,1
5143,2023-06-04T14:48:28.702Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,23,21,23,21.8,1
5144,2023-06-04T14:48:29.710Z,0,0,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.8,1
5145,2023-06-04T14:48:30.701Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,22,22,23,21.8,1
5146,2023-06-04T14:48:31.709Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,22,22,23,21.8,1
5147,2023-06-04T14:48:32.702Z,0,0,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,22,21,23,21.8,1
5148,2023-06-04T14:48:33.730Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,23,22,23,21.8,1
5149,2023-06-04T14:48:34.701Z,0,-0.03,0,0,21.84,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.8,1
5150,2023-06-04T14:48:35.708Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,243,0,0,23,1,0,23,21,23,21.8,1
5151,2023-06-04T14:48:36.719Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.8,1
5152,2023-06-04T14:48:37.716Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,22,22,23,21.8,1
5153,2023-06-04T14:48:38.704Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,21,23,21.8,1
5154,2023-06-04T14:48:39.709Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.8,1
5155,2023-06-04T14:48:40.722Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,243,0,0,23,1,0,23,22,23,21.8,1
5156,2023-06-04T14:48:41.705Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5157,2023-06-04T14:48:42.701Z,0,-0.03,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,22,22,23,21.8,1
5158,2023-06-04T14:48:43.710Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5159,2023-06-04T14:48:44.702Z,0,0,0,0,21.87,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,22,23,21.8,1
5160,2023-06-04T14:48:45.709Z,0,-0.01,0,0,21.85,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,22,23,21.8,1
5161,2023-06-04T14:48:46.702Z,0,0,0,0,21.87,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,21,23,21.8,1
5162,2023-06-04T14:48:47.711Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0,Off,29,3,240,0,0,23,1,0,23,22,23,21.8,1
5163,2023-06-04T14:48:48.702Z,0,0,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,21,23,21.8,1
5164,2023-06-04T14:48:49.709Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,22,22,23,21.7,1
5165,2023-06-04T14:48:50.701Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,0.04,0.01,Off,29,3,241,0,0,23,1,0,23,22,23,21.8,1
5166,2023-06-04T14:48:51.703Z,0,-0.01,0,0,21.86,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,0.04,0.01,Off,29,3,242,0,0,23,1,0,22,22,23,21.8,1
5167,2023-06-04T14:48:52.701Z,0,0,0,0,21.89,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,0.04,0,Off,29,3,241,0,0,23,1,0,23,21,23,21.7,1
5168,2023-06-04T14:48:53.710Z,0,0,0,0,21.87,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,9.57,0.01,Off,29,3,242,0,0,23,1,0,23,21,22.9,21.8,1
5169,2023-06-04T14:48:54.708Z,0,-0.01,0,0,21.87,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,19.48,0.01,Off,29,3,243,0,0,22.9,1,0,22,22,22.9,21.8,1
5170,2023-06-04T14:48:55.713Z,0,4.86,0,0,22.93,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,23.7,4.54,Off,29,3,243,0,0,23,1,0,23,22,22.9,21.7,1
5171,2023-06-04T14:48:56.789Z,0,4.8,0,0,22.98,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,23.74,4.5,Off,29,3,243,0,0,22.9,1,0,22,22,22.9,21.8,1
5172,2023-06-04T14:48:57.721Z,0,4.8,0,0,22.99,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,23.78,4.5,Off,29,3,243,0,0,22.9,1,0,22,22,22.9,21.8,1
5173,2023-06-04T14:48:58.702Z,0,4.8,0,0,23.04,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,23.81,4.5,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5174,2023-06-04T14:48:59.711Z,0,4.8,0,0,23.05,-0.01,2300,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,256,23.84,4.5,Off,29,3,242,0,0,23,1,0,23,22,23,21.8,1
5175,2023-06-04T14:49:00.720Z,0,4.81,0,0,23.08,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,23.86,4.49,Off,29,3,242,0,0,23,1,0,22,22,23,21.8,1
5176,2023-06-04T14:49:01.695Z,0,4.8,0,0,23.11,-0.01,2310,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,23.88,4.5,Off,29,3,242,0,0,23.1,1,0,23,22,23.1,21.7,1
5177,2023-06-04T14:49:02.705Z,0,4.82,0,0,23.15,-0.01,2310,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,23.9,4.5,Off,29,3,241,0,0,23.1,1,0,23,22,23.1,21.8,1
5178,2023-06-04T14:49:03.708Z,0,4.82,0,0,23.17,-0.01,2320,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,23.91,4.49,Off,29,3,241,0,0,23.2,1,0,23,22,23.2,21.8,1
5179,2023-06-04T14:49:04.707Z,0,4.82,0,0,23.17,-0.01,2320,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,23.93,4.5,Off,29,3,241,0,0,23.2,1,0,22,22,23.2,21.8,1
5180,2023-06-04T14:49:05.720Z,0,4.8,0,0,23.17,-0.01,2320,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,23.95,4.5,Off,29,3,240,0,0,23.2,1,0,23,22,23.2,21.8,1
5181,2023-06-04T14:49:06.702Z,0,4.8,0,0,23.21,-0.01,2329.9,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,256,23.96,4.51,Off,29,3,240,0,0,23.3,1,0,23,22,23.3,21.8,1
5182,2023-06-04T14:49:07.709Z,0,4.8,0,0,23.21,-0.01,2339.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,23.97,4.5,Off,29,3,240,0,0,23.4,1,0,22,22,23.4,21.8,1
5183,2023-06-04T14:49:08.703Z,0,4.8,0,0,23.21,-0.01,2339.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,23.98,4.5,Off,29,3,240,0,0,23.4,1,0,23,23,23.4,21.8,1
5184,2023-06-04T14:49:09.712Z,0,4.8,0,0,23.23,-0.01,2350,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24,4.5,Off,29,3,240,0,0,23.5,1,0,23,23,23.5,21.8,1
5185,2023-06-04T14:49:10.703Z,0,4.8,0,0,23.24,-0.01,2350,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,256,24.01,4.5,Off,29,3,240,0,0,23.5,1,0,22,22,23.5,21.8,1
5186,2023-06-04T14:49:11.709Z,0,4.8,0,0,23.26,-0.01,2360,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.02,4.5,Off,29,3,240,0,0,23.6,1,0,22,22,23.6,21.8,1
5187,2023-06-04T14:49:12.705Z,0,4.8,0,0,23.27,-0.01,2360,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.03,4.5,Off,29,3,240,0,0,23.6,1,0,23,23,23.6,21.8,1
5188,2023-06-04T14:49:13.730Z,0,4.8,0,0,23.26,-0.01,2360,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.04,4.5,Off,29,3,240,0,0,23.6,1,0,23,23,23.6,21.8,1
5189,2023-06-04T14:49:14.724Z,0,4.8,0,0,23.27,-0.01,2370,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,256,24.05,4.5,Off,29,3,240,0,0,23.7,1,0,23,23,23.7,21.8,1
5190,2023-06-04T14:49:15.724Z,0,4.8,0,0,23.29,-0.01,2379.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.06,4.5,Off,29,3,239,0,0,23.8,1,0,23,23,23.8,21.8,1
5191,2023-06-04T14:49:16.723Z,0,4.8,0,0,23.3,-0.01,2379.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.07,4.5,Off,29,3,240,0,0,23.8,1,0,23,23,23.8,21.8,1
5192,2023-06-04T14:49:17.703Z,0,4.78,0,0,23.29,-0.01,2389.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.08,4.5,Off,29,3,240,0,0,23.9,1,0,22,23,23.9,21.8,1
5193,2023-06-04T14:49:18.703Z,0,4.8,0,0,23.33,-0.01,2400,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,24.08,4.5,Off,29,3,240,0,0,24,1,0,23,23,24,21.8,1
5194,2023-06-04T14:49:19.710Z,0,4.8,0,0,23.32,-0.01,2400,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.09,4.5,Off,29,3,240,0,0,24,1,0,22,24,24,21.8,1
5195,2023-06-04T14:49:20.696Z,0,4.81,0,0,23.33,-0.01,2400,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.1,4.5,Off,29,3,240,0,0,24,1,0,23,23,24,21.8,1
5196,2023-06-04T14:49:21.712Z,0,4.82,0,0,23.36,-0.01,2410,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,256,24.1,4.5,Off,29,3,240,0,0,24.1,1,0,23,23,24.1,21.8,1
5197,2023-06-04T14:49:22.695Z,0,0.24,0,0,22.37,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,22.92,0.02,Off,29,3,240,0,0,24.1,1,0,23,23,24.2,21.8,1
5198,2023-06-04T14:49:23.698Z,0,-0.01,0,0,22.29,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,22.61,0.01,Off,29,3,241,0,0,24.3,1,0,23,23,24.3,21.8,1
5199,2023-06-04T14:49:24.703Z,0,-0.01,0,0,22.26,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,22.35,0.01,Off,29,3,242,0,0,24.3,1,0,23,24,24.3,21.8,1
5200,2023-06-04T14:49:25.703Z,0,-0.01,0,0,22.23,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,22.09,0.01,Off,29,3,242,0,0,24.3,1,0,23,24,24.3,21.8,1
