N,Time_N,Iout,Ibat,I3,Uout,Ubat,U3,Tcase,Error,State,Message,Flag,Manual,Trim,Relay,Input,Ndigits_AB,Tdigits_AB,N_KAN,Reg_1000_n,Uout_n,Iout_n,Mode_n,Uset_n,Iset_n,Uab_n,Uac_n,Ubc_n,T_n,Work_KAN,F_CAP_SUM_KIP,T_KKM1_HAWK,T_KKM2_HAWK,T_CASE_HAWK,T_AIR_HAWK,RELAY_STATE
5201,2023-06-04T14:49:26.706Z,0,0,0,0,22.23,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,21.84,0.01,Off,29,3,242,0,0,24.4,1,0,23,24,24.4,21.8,1
5202,2023-06-04T14:49:27.713Z,0,-0.01,0,0,22.2,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,21.59,0.01,Off,29,3,242,0,0,24.4,1,0,22,24,24.4,21.8,1
5203,2023-06-04T14:49:28.706Z,0,-0.01,0,0,22.19,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,21.34,0.01,Off,29,3,242,0,0,24.4,1,0,23,24,24.4,21.8,1
5204,2023-06-04T14:49:29.732Z,0,-0.01,0,0,22.19,-0.01,2439.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,21.09,0.01,Off,29,3,242,0,0,24.4,1,0,23,24,24.4,21.7,1
5205,2023-06-04T14:49:30.703Z,0,-0.01,0,0,22.16,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,20.84,0.01,Off,29,3,243,0,0,24.4,1,0,23,24,24.4,21.7,1
5206,2023-06-04T14:49:31.700Z,0,0,0,0,22.17,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,20.6,0.01,Off,29,3,243,0,0,24.4,1,0,23,24,24.4,21.8,1
5207,2023-06-04T14:49:32.702Z,0,-0.01,0,0,22.16,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,20.37,0.01,Off,29,3,243,0,0,24.4,1,0,23,23,24.4,21.7,1
5208,2023-06-04T14:49:33.703Z,0,-0.01,0,0,22.14,-0.01,2500,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,20.09,0.01,Off,29,3,244,0,0,25,1,0,23,25,24.4,21.7,1
5209,2023-06-04T14:49:34.703Z,0,-0.01,0,0,22.14,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,19.86,0.01,Off,29,3,244,0,0,24.4,1,0,23,23,24.4,21.7,1
5210,2023-06-04T14:49:35.711Z,0,-0.03,0,0,22.13,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,19.62,0.01,Off,29,3,243,0,0,24.4,1,0,23,24,24.4,21.7,1
5211,2023-06-04T14:49:36.702Z,0,-0.01,0,0,22.13,-0.01,2439.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,19.4,0.01,Off,29,3,243,0,0,24.4,1,0,23,24,24.4,21.7,1
5212,2023-06-04T14:49:37.712Z,0,-0.01,0,0,22.13,-0.01,2439.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,19.18,0.01,Off,29,3,242,0,0,24.4,1,0,23,24,24.4,21.7,1
5213,2023-06-04T14:49:38.702Z,0,-0.01,0,0,22.13,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,18.96,0.01,Off,29,3,241,0,0,24.4,1,0,23,24,24.4,21.7,1
5214,2023-06-04T14:49:39.710Z,0,0,0,0,22.12,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,18.74,0.01,Off,29,3,241,0,0,24.4,1,0,23,24,24.4,21.7,1
5215,2023-06-04T14:49:40.701Z,0,0,0,0,22.12,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,18.53,0.01,Off,29,3,241,0,0,24.4,1,0,23,24,24.4,21.7,1
5216,2023-06-04T14:49:41.710Z,0,-0.01,0,0,22.11,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,18.31,0.01,Off,29,3,241,0,0,24.4,1,0,23,24,24.4,21.7,1
5217,2023-06-04T14:49:42.701Z,0,-0.01,0,0,22.11,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,18.09,0.01,Off,29,3,241,0,0,24.4,1,0,23,24,24.4,21.7,1
5218,2023-06-04T14:49:43.706Z,0,-0.01,0,0,22.11,-0.01,2439.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,17.9,0.01,Off,29,3,241,0,0,24.4,1,0,22,24,24.4,21.7,1
5219,2023-06-04T14:49:44.702Z,0,0,0,0,22.11,-0.01,2439.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,17.69,0.01,Off,29,3,242,0,0,24.4,1,0,23,24,24.4,21.7,1
5220,2023-06-04T14:49:45.708Z,0,0,0,0,22.11,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,17.49,0.01,Off,29,3,242,0,0,24.3,1,0,23,23,24.3,21.7,1
5221,2023-06-04T14:49:46.704Z,0,-0.01,0,0,22.1,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,17.29,0.01,Off,29,3,243,0,0,24.3,1,0,23,24,24.3,21.7,1
5222,2023-06-04T14:49:47.731Z,0,0,0,0,22.11,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,17.06,0.01,Off,29,3,243,0,0,24.3,1,0,23,24,24.3,21.7,1
5223,2023-06-04T14:49:48.704Z,0,-0.01,0,0,22.1,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,16.86,0.01,Off,29,3,244,0,0,24.3,1,0,22,24,24.3,21.8,1
5224,2023-06-04T14:49:49.709Z,0,-0.01,0,0,22.08,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,16.67,0.01,Off,29,3,244,0,0,24.3,1,0,22,24,24.3,21.7,1
5225,2023-06-04T14:49:50.695Z,0,-0.01,0,0,22.1,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,16.48,0.01,Off,29,3,243,0,0,24.3,1,0,23,24,24.3,21.8,1
5226,2023-06-04T14:49:51.710Z,0,0,0,0,22.1,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,16.29,0.01,Off,29,3,243,0,0,24.3,1,0,23,24,24.3,21.8,1
5227,2023-06-04T14:49:52.702Z,0,0,0,0,22.1,-0.01,2429.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,16.1,0.01,Off,29,3,243,0,0,24.3,1,0,22,23,24.3,21.8,1
5228,2023-06-04T14:49:53.710Z,0,-0.01,0,0,22.08,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,15.92,0.01,Off,29,3,242,0,0,24.3,1,0,22,24,24.3,21.8,1
5229,2023-06-04T14:49:54.697Z,0,0,0,0,22.1,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,15.74,0.01,Off,29,3,242,0,0,24.3,1,0,23,24,24.3,21.7,1
5230,2023-06-04T14:49:55.694Z,0,-0.01,0,0,22.08,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,15.56,0.01,Off,29,3,241,0,0,24.2,1,0,23,24,24.2,21.8,1
5231,2023-06-04T14:49:56.702Z,0,-0.01,0,0,22.08,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,15.38,0.01,Off,29,3,241,0,0,24.3,1,0,23,24,24.3,21.8,1
5232,2023-06-04T14:49:57.710Z,0,-0.01,0,0,22.08,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,15.2,0.01,Off,29,3,241,0,0,24.3,1,0,23,23,24.3,21.8,1
5233,2023-06-04T14:49:58.703Z,0,-0.01,0,0,22.08,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,15.03,0.01,Off,29,3,241,0,0,24.2,1,0,23,24,24.2,21.8,1
5234,2023-06-04T14:49:59.708Z,0,0,0,0,22.1,-0.01,2420,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,14.86,0.01,Off,29,3,241,0,0,24.2,1,0,22,24,24.2,21.8,1
5235,2023-06-04T14:50:00.701Z,0,-0.01,0,0,22.08,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,14.67,0.01,Off,29,3,241,0,0,24.2,1,0,23,23,24.2,21.8,1
5236,2023-06-04T14:50:01.710Z,0,0,0,0,22.1,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,14.49,0.01,Off,29,3,241,0,0,24.2,1,0,23,23,24.2,21.8,1
5237,2023-06-04T14:50:02.704Z,0,-0.01,0,0,22.07,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,14.33,0.01,Off,29,3,242,0,0,24.2,1,0,23,24,24.2,21.8,1
5238,2023-06-04T14:50:03.710Z,0,-0.01,0,0,22.07,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,14.16,0.01,Off,29,3,242,0,0,24.2,1,0,23,24,24.2,21.8,1
5239,2023-06-04T14:50:04.702Z,0,-0.01,0,0,22.07,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,14,0.01,Off,29,3,242,0,0,24.2,1,0,23,23,24.2,21.8,1
5240,2023-06-04T14:50:05.711Z,0,-0.01,0,0,22.07,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,13.84,0.01,Off,29,3,242,0,0,24.2,1,0,23,24,24.2,21.8,1
5241,2023-06-04T14:50:06.702Z,0,0,0,0,22.08,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,13.7,0.01,Off,29,3,243,0,0,24.1,1,0,23,24,24.1,21.8,1
5242,2023-06-04T14:50:07.710Z,0,-0.01,0,0,22.07,-0.01,2420,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,13.53,0.01,Off,29,3,243,0,0,24.2,1,0,23,24,24.2,21.8,1
5243,2023-06-04T14:50:08.705Z,0,0,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,13.37,0.01,Off,29,3,244,0,0,24.1,1,0,23,24,24.1,21.8,1
5244,2023-06-04T14:50:09.709Z,0,-0.01,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,13.22,0.01,Off,29,3,244,0,0,24.1,1,0,23,23,24.1,21.8,1
5245,2023-06-04T14:50:10.701Z,0,-0.01,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,13.07,0.01,Off,29,3,244,0,0,24.1,1,0,22,24,24.1,21.8,1
5246,2023-06-04T14:50:11.711Z,0,-0.01,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,12.92,0.01,Off,29,3,244,0,0,24.1,1,0,23,24,24.1,21.8,1
5247,2023-06-04T14:50:12.702Z,0,0,0,0,22.08,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,12.77,0,Off,29,3,243,0,0,24.1,1,0,23,24,24.1,21.8,1
5248,2023-06-04T14:50:13.710Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,12.63,0.01,Off,29,3,243,0,0,24.1,1,0,22,24,24.1,21.8,1
5249,2023-06-04T14:50:14.702Z,0,0,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,12.46,0,Off,29,3,243,0,0,24.1,1,0,23,24,24.1,21.8,1
5250,2023-06-04T14:50:15.708Z,0,0,0,0,22.08,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,12.32,0.01,Off,29,3,242,0,0,24.1,1,0,23,24,24.1,21.8,1
5251,2023-06-04T14:50:16.702Z,0,-0.01,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,12.18,0.01,Off,29,3,242,0,0,24.1,1,0,23,24,24.1,21.8,1
5252,2023-06-04T14:50:17.720Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,12.04,0.01,Off,29,3,242,0,0,24.1,1,0,23,24,24.1,21.8,1
5253,2023-06-04T14:50:18.702Z,0,-0.01,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,11.91,0.01,Off,29,3,241,0,0,24.1,1,0,22,23,24.1,21.8,1
5254,2023-06-04T14:50:19.711Z,0,0,0,0,22.08,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,11.77,0,Off,29,3,241,0,0,24.1,1,0,22,24,24.1,21.8,1
5255,2023-06-04T14:50:20.702Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,11.64,0.01,Off,29,3,241,0,0,24.1,1,0,23,24,24.1,21.9,1
5256,2023-06-04T14:50:21.711Z,0,-0.01,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,11.51,0.01,Off,29,3,241,0,0,24.1,1,0,23,24,24.1,21.8,1
5257,2023-06-04T14:50:22.720Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,11.38,0.01,Off,29,3,241,0,0,24.1,1,0,23,24,24.1,21.8,1
5258,2023-06-04T14:50:23.731Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,11.25,0,Off,29,3,241,0,0,24.1,1,0,22,24,24.1,21.8,1
5259,2023-06-04T14:50:24.702Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,11.12,0.01,Off,29,3,241,0,0,24.1,1,0,23,24,24.1,21.8,1
5260,2023-06-04T14:50:25.710Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,11,0.01,Off,29,3,241,0,0,24.1,1,0,22,24,24.1,21.8,1
5261,2023-06-04T14:50:26.702Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,10.87,0.01,Off,29,3,241,0,0,24,1,0,23,24,24,21.8,1
5262,2023-06-04T14:50:27.713Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,10.73,0.01,Off,29,3,242,0,0,24.1,1,0,22,24,24.1,21.8,1
5263,2023-06-04T14:50:28.703Z,0,-0.01,0,0,22.05,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,10.61,0.01,Off,29,3,242,0,0,24.1,1,0,22,24,24.1,21.8,1
5264,2023-06-04T14:50:29.710Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,10.49,0.01,Off,29,3,242,0,0,24,1,0,22,24,24,21.8,1
5265,2023-06-04T14:50:30.702Z,0,0,0,0,22.07,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,10.37,0,Off,29,3,243,0,0,24.1,1,0,22,24,24.1,21.8,1
5266,2023-06-04T14:50:31.710Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,10.25,0.01,Off,29,3,243,0,0,24,1,0,23,23,24,21.8,1
5267,2023-06-04T14:50:32.704Z,0,-0.01,0,0,22.07,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,10.14,0.01,Off,29,3,243,0,0,24,1,0,22,23,24,21.8,1
5268,2023-06-04T14:50:33.699Z,0,0,0,0,22.07,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,10.02,0.01,Off,29,3,244,0,0,24,1,0,22,24,24,21.8,1
5269,2023-06-04T14:50:34.701Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,9.91,0.01,Off,29,3,244,0,0,24,1,0,22,23,24,21.8,1
5270,2023-06-04T14:50:35.710Z,0,0,0,0,22.07,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,9.78,0.01,Off,29,3,244,0,0,24,1,0,22,23,24,21.8,1
5271,2023-06-04T14:50:36.703Z,0,-0.01,0,0,22.07,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,9.69,0.01,Off,29,3,243,0,0,24,1,0,23,23,24,21.8,1
5272,2023-06-04T14:50:37.709Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,9.58,0.01,Off,29,3,243,0,0,24,1,0,23,23,24,21.8,1
5273,2023-06-04T14:50:38.715Z,0,0,0,0,22.07,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,9.48,0,Off,29,3,243,0,0,24,1,0,22,23,24,21.8,1
5274,2023-06-04T14:50:39.710Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,9.37,0,Off,29,3,242,0,0,24,1,0,22,23,24,21.8,1
5275,2023-06-04T14:50:40.702Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,9.27,0.01,Off,29,3,242,0,0,24,1,0,23,23,24,21.8,1
5276,2023-06-04T14:50:41.710Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,9.14,0.01,Off,29,3,242,0,0,24,1,0,23,23,24,21.8,1
5277,2023-06-04T14:50:42.703Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,9.04,0.01,Off,29,3,241,0,0,24,1,0,23,23,24,21.8,1
5278,2023-06-04T14:50:43.711Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,8.94,0.01,Off,29,3,241,0,0,24,1,0,23,24,24,21.8,1
5279,2023-06-04T14:50:44.706Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,8.8,0,Off,29,3,241,0,0,24,1,0,22,23,24,21.8,1
5280,2023-06-04T14:50:45.713Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,8.74,0.01,Off,29,3,241,0,0,24,1,0,23,24,24,21.8,1
5281,2023-06-04T14:50:46.702Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,8.65,0.01,Off,29,3,241,0,0,24,1,0,23,23,24,21.8,1
5282,2023-06-04T14:50:47.710Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,8.55,0.01,Off,29,3,241,0,0,24,1,0,23,23,24,21.8,1
5283,2023-06-04T14:50:48.702Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,8.45,0.01,Off,29,3,241,0,0,24,1,0,22,23,24,21.8,1
5284,2023-06-04T14:50:49.711Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,8.36,0.01,Off,29,3,242,0,0,24,1,0,23,23,24,21.7,1
5285,2023-06-04T14:50:50.703Z,0,-0.01,0,0,22.04,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,8.26,0.01,Off,29,3,242,0,0,24,1,0,22,23,24,21.7,1
5286,2023-06-04T14:50:51.726Z,0,-0.01,0,0,22.04,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,8.18,0.01,Off,29,3,243,0,0,24,1,0,22,23,24,21.7,1
5287,2023-06-04T14:50:52.704Z,0,-0.01,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,8.07,0.01,Off,29,3,243,0,0,24,1,0,23,23,24,21.7,1
5288,2023-06-04T14:50:53.706Z,0,0,0,0,22.04,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,7.82,0.01,Off,29,3,243,0,0,23.9,1,0,22,23,23.9,21.7,1
5289,2023-06-04T14:50:54.702Z,0,-0.01,0,0,22.05,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,7.82,0.01,Off,29,3,244,0,0,23.9,1,0,22,23,23.9,21.7,1
5290,2023-06-04T14:50:55.711Z,0,0,0,0,22.07,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,7.8,0.01,Off,29,3,244,0,0,23.9,1,0,23,23,23.9,21.7,1
5291,2023-06-04T14:50:56.701Z,0,-0.01,0,0,22.05,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,7.71,0.01,Off,29,3,244,0,0,23.9,1,0,23,23,23.9,21.7,1
5292,2023-06-04T14:50:57.710Z,0,-0.01,0,0,22.05,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,7.63,0.01,Off,29,3,244,0,0,23.9,1,0,23,23,23.9,21.7,1
5293,2023-06-04T14:50:58.704Z,0,-0.01,0,0,22.05,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,7.55,0.01,Off,29,3,243,0,0,23.9,1,0,23,23,23.9,21.7,1
5294,2023-06-04T14:50:59.696Z,0,0,0,0,22.04,-0.01,2400,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,0,7.46,0.01,Off,29,3,243,0,0,24,1,0,23,23,23.9,21.7,1
5295,2023-06-04T14:51:00.702Z,0,0,0,0,22.05,-0.01,2400,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,7.38,0.01,Off,29,3,243,0,0,24,1,0,22,23,24,21.7,1
5296,2023-06-04T14:51:01.733Z,0,0,0,0,22.07,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,7.3,0.01,Off,29,3,243,0,0,24,1,0,22,24,23.9,21.8,1
5297,2023-06-04T14:51:02.724Z,0,-0.01,0,0,22.04,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,7.22,0.01,Off,29,3,242,0,0,23.9,1,0,22,23,23.9,21.8,1
5298,2023-06-04T14:51:03.711Z,0,0.01,0,0,22.07,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,7.14,0,Off,29,3,242,0,0,23.9,1,0,23,23,23.9,21.8,1
5299,2023-06-04T14:51:04.701Z,0,-0.01,0,0,22.05,-0.01,2389.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,7.06,0.01,Off,29,3,241,0,0,23.9,1,0,22,23,23.9,21.7,1
