N,I_Real,SOC,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear,squared_Err_non_linear,SOC,,,,,,
3701,-0.23,0.714094,25.11,25.2724,24.8462,76.767,61.2613,-176087,-221886,0.162358,0.026360120164,0.714094,,,,,,
3702,-0.23,0.714094,25.12,25.2724,24.8465,76.767,61.1863,-175965,-221764,0.15235,0.0232105225,0.714094,,,,,,
3703,-0.23,0.714093,25.12,25.2723,24.8467,76.767,61.1863,-175965,-221763,0.152341,0.023207780281,0.714093,,,,,,
3704,-0.18,0.714092,25.12,25.2744,24.849,76.767,61.1863,-175964,-221762,0.154427,0.023847698329,0.714092,,,,,,
3705,-0.18,0.714091,25.12,25.2744,24.8492,76.7669,61.1863,-176066,-221862,0.154422,0.023846154084,0.714091,,,,,,
3706,-0.23,0.71409,25.12,25.2723,24.8473,76.7669,61.1863,-176066,-221861,0.152322,0.023201991684,0.71409,,,,,,
3707,-0.23,0.71409,25.12,25.2723,24.8475,76.7669,61.1863,-175964,-221759,0.152314,0.023199554596,0.71409,,,,,,
3708,-0.23,0.714089,25.12,25.2723,24.8477,76.7669,61.1863,-175964,-221758,0.152306,0.023197117636,0.714089,,,,,,
3709,-0.23,0.714088,25.12,25.2723,24.8479,76.7668,61.1863,-175963,-221757,0.152299,0.023194985401,0.714088,,,,,,
3710,-0.23,0.714087,25.12,25.2723,24.8481,76.7668,61.1863,-175963,-221756,0.152291,0.023192548681,0.714087,,,,,,
3711,-0.23,0.714086,25.13,25.2723,24.8483,76.7668,61.1115,-175963,-221755,0.142284,0.020244736656,0.714086,,,,,,
3712,-0.23,0.714085,25.13,25.2723,24.8485,76.7668,61.1115,-175963,-221754,0.142276,0.020242460176,0.714085,,,,,,
3713,-0.23,0.714085,25.12,25.2723,24.8487,76.7667,61.1863,-175963,-221753,0.152268,0.023185543824,0.714085,,,,,,
3714,-0.23,0.714084,25.12,25.2723,24.8489,76.7667,61.1863,-175962,-221752,0.152261,0.023183412121,0.714084,,,,,,
3715,-0.28,0.714083,25.11,25.2702,24.847,76.7667,61.2613,-175962,-221751,0.160157,0.025650264649,0.714083,,,,,,
3716,-0.23,0.714082,25.12,25.2722,24.8493,76.7666,61.1863,-175860,-221649,0.152243,0.023177931049,0.714082,,,,,,
3717,-0.28,0.714081,25.11,25.2701,24.8474,76.7666,61.2613,-175962,-221749,0.16014,0.0256448196,0.714081,,,,,,
3718,-0.23,0.71408,25.12,25.2722,24.8497,76.7666,61.1863,-175860,-221647,0.152226,0.023172755076,0.71408,,,,,,
3719,-0.23,0.714079,25.12,25.2722,24.8499,76.7666,61.1863,-175961,-221747,0.152219,0.023170623961,0.714079,,,,,,
3720,-0.23,0.714078,25.12,25.2722,24.8501,76.7665,61.1863,-175961,-221746,0.152211,0.023168188521,0.714078,,,,,,
3721,-0.23,0.714077,25.12,25.2722,24.8504,76.7665,61.1863,-175961,-221745,0.152203,0.023165753209,0.714077,,,,,,
3722,-0.23,0.714076,25.12,25.2722,24.8506,76.7665,61.1863,-175961,-221744,0.152196,0.023163622416,0.714076,,,,,,
3723,-0.23,0.714076,25.12,25.2722,24.8508,76.7665,61.1863,-175960,-221743,0.152188,0.023161187344,0.714076,,,,,,
3724,-0.23,0.714075,25.12,25.2722,24.851,76.7664,61.1863,-175960,-221742,0.152181,0.023159056761,0.714075,,,,,,
3725,-0.23,0.714074,25.12,25.2722,24.8512,76.7664,61.1863,-175960,-221741,0.152173,0.023156621929,0.714074,,,,,,
3726,-0.23,0.714073,25.12,25.2722,24.8514,76.7664,61.1863,-175960,-221739,0.152165,0.023154187225,0.714073,,,,,,
3727,-0.23,0.714072,25.12,25.2722,24.8516,76.7664,61.1863,-175959,-221738,0.152158,0.023152056964,0.714072,,,,,,
3728,-0.23,0.714071,25.13,25.2722,24.8518,76.7663,61.1115,-175959,-221737,0.14215,0.0202066225,0.714071,,,,,,
3729,-0.23,0.714071,25.12,25.2721,24.852,76.7663,61.1863,-175959,-221736,0.152142,0.023147188164,0.714071,,,,,,
3730,-0.28,0.714069,25.11,25.27,24.8501,76.7663,61.2613,-175959,-221735,0.160039,0.025612481521,0.714069,,,,,,
3731,-0.18,0.714069,25.12,25.2742,24.8545,76.7662,61.1863,-175857,-221633,0.15422,0.0237838084,0.714069,,,,,,
3732,-0.23,0.714068,25.12,25.2721,24.8526,76.7662,61.1863,-176060,-221834,0.15212,0.0231404944,0.714068,,,,,,
3733,-0.18,0.714067,25.12,25.2742,24.8549,76.7662,61.1863,-175958,-221732,0.154206,0.023779490436,0.714067,,,,,,
3734,-0.23,0.714066,25.12,25.2721,24.853,76.7662,61.1863,-176060,-221832,0.152106,0.023136235236,0.714066,,,,,,
3735,-0.18,0.714066,25.12,25.2742,24.8553,76.7661,61.1863,-175958,-221730,0.154193,0.023775481249,0.714066,,,,,,
3736,-0.18,0.714065,25.12,25.2742,24.8555,76.7661,61.1863,-176059,-221830,0.154185,0.023773014225,0.714065,,,,,,
3737,-0.18,0.714064,25.12,25.2742,24.8557,76.7661,61.1863,-176059,-221829,0.154179,0.023771164041,0.714064,,,,,,
3738,-0.18,0.714064,25.12,25.2742,24.8559,76.7661,61.1863,-176059,-221828,0.154174,0.023769622276,0.714064,,,,,,
3739,-0.23,0.714063,25.13,25.2721,24.854,76.766,61.1115,-176059,-221827,0.142074,0.020185021476,0.714063,,,,,,
3740,-0.23,0.714062,25.12,25.2721,24.8542,76.766,61.1863,-175957,-221725,0.152066,0.023124068356,0.714062,,,,,,
3741,-0.23,0.714061,25.13,25.2721,24.8544,76.766,61.1115,-175957,-221724,0.142058,0.020180475364,0.714061,,,,,,
3742,-0.23,0.71406,25.13,25.2721,24.8546,76.766,61.1115,-175957,-221723,0.142051,0.020178486601,0.71406,,,,,,
3743,-0.23,0.71406,25.13,25.272,24.8548,76.7659,61.1115,-175956,-221722,0.142043,0.020176213849,0.71406,,,,,,
3744,-0.23,0.714059,25.11,25.272,24.855,76.7659,61.2613,-175956,-221721,0.162036,0.026255665296,0.714059,,,,,,
3745,-0.28,0.714058,25.11,25.2699,24.8531,76.7659,61.2613,-175956,-221720,0.159932,0.025578244624,0.714058,,,,,,
3746,-0.28,0.714057,25.11,25.2699,24.8533,76.7659,61.2613,-175854,-221618,0.159922,0.025575046084,0.714057,,,,,,
3747,-0.23,0.714056,25.13,25.272,24.8556,76.7658,61.1115,-175854,-221617,0.142009,0.020166556081,0.714056,,,,,,
3748,-0.28,0.714055,25.11,25.2699,24.8537,76.7658,61.2613,-175955,-221717,0.159905,0.025569609025,0.714055,,,,,,
3749,-0.18,0.714054,25.12,25.2741,24.8581,76.7658,61.1863,-175853,-221615,0.154086,0.023742495396,0.714054,,,,,,
3750,-0.23,0.714053,25.13,25.272,24.8562,76.7657,61.1115,-176056,-221816,0.141986,0.020160024196,0.714053,,,,,,
3751,-0.23,0.714052,25.12,25.272,24.8564,76.7657,61.1863,-175955,-221714,0.151978,0.023097312484,0.714052,,,,,,
3752,-0.23,0.714051,25.11,25.272,24.8566,76.7657,61.2613,-175954,-221713,0.161971,0.026234604841,0.714051,,,,,,
3753,-0.23,0.714051,25.12,25.272,24.8568,76.7657,61.1863,-175954,-221712,0.151963,0.023092753369,0.714051,,,,,,
3754,-0.23,0.71405,25.12,25.272,24.857,76.7656,61.1863,-175954,-221711,0.151955,0.023090322025,0.71405,,,,,,
3755,-0.18,0.714049,25.12,25.274,24.8593,76.7656,61.1863,-175954,-221710,0.154042,0.023728937764,0.714049,,,,,,
3756,-0.23,0.714048,25.13,25.2719,24.8574,76.7656,61.1115,-176055,-221810,0.141942,0.020147531364,0.714048,,,,,,
3757,-0.28,0.714047,25.11,25.2698,24.8555,76.7656,61.2613,-175953,-221708,0.159838,0.025548186244,0.714047,,,,,,
3758,-0.28,0.714046,25.11,25.2698,24.8557,76.7655,61.2613,-175851,-221606,0.159829,0.025545309241,0.714046,,,,,,
3759,-0.23,0.714045,25.13,25.2719,24.858,76.7655,61.1115,-175851,-221605,0.141915,0.020139867225,0.714045,,,,,,
3760,-0.23,0.714044,25.12,25.2719,24.8582,76.7655,61.1863,-175953,-221705,0.151908,0.023076040464,0.714044,,,,,,
3761,-0.18,0.714044,25.13,25.274,24.8605,76.7655,61.1115,-175952,-221703,0.143994,0.020734272036,0.714044,,,,,,
3762,-0.23,0.714043,25.13,25.2719,24.8586,76.7654,61.1115,-176054,-221803,0.141894,0.020133907236,0.714043,,,,,,
3763,-0.23,0.714042,25.13,25.2719,24.8588,76.7654,61.1115,-175952,-221701,0.141887,0.020131920769,0.714042,,,,,,
3764,-0.28,0.714041,25.11,25.2698,24.8569,76.7654,61.2613,-175952,-221700,0.159783,0.025530607089,0.714041,,,,,,
3765,-0.28,0.71404,25.11,25.2698,24.8571,76.7653,61.2613,-175850,-221598,0.159773,0.025527411529,0.71404,,,,,,
3766,-0.17,0.714039,25.14,25.2744,24.8619,76.7653,61.0367,-175850,-221597,0.134374,0.018056371876,0.714039,,,,,,
3767,-0.23,0.714039,25.12,25.2719,24.8596,76.7653,61.1863,-176073,-221818,0.151854,0.023059637316,0.714039,,,,,,
3768,-0.23,0.714038,25.13,25.2718,24.8598,76.7653,61.1115,-175951,-221696,0.141847,0.020120571409,0.714038,,,,,,
3769,-0.23,0.714037,25.12,25.2718,24.86,76.7652,61.1863,-175951,-221695,0.151839,0.023055081921,0.714037,,,,,,
3770,-0.23,0.714036,25.12,25.2718,24.8602,76.7652,61.1863,-175951,-221694,0.151832,0.023052956224,0.714036,,,,,,
3771,-0.23,0.714035,25.13,25.2718,24.8604,76.7652,61.1115,-175950,-221693,0.141824,0.020114046976,0.714035,,,,,,
3772,-0.28,0.714034,25.11,25.2697,24.8585,76.7652,61.2613,-175950,-221692,0.15972,0.0255104784,0.714034,,,,,,
3773,-0.23,0.714033,25.12,25.2718,24.8608,76.7651,61.1863,-175848,-221590,0.151807,0.023045365249,0.714033,,,,,,
3774,-0.23,0.714032,25.12,25.2718,24.861,76.7651,61.1863,-175950,-221690,0.151799,0.023042936401,0.714032,,,,,,
3775,-0.23,0.714032,25.12,25.2718,24.8612,76.7651,61.1863,-175949,-221689,0.151791,0.023040507681,0.714032,,,,,,
3776,-0.28,0.71403,25.12,25.2697,24.8593,76.7651,61.1863,-175949,-221688,0.149688,0.022406497344,0.71403,,,,,,
3777,-0.28,0.714029,25.11,25.2697,24.8594,76.765,61.2613,-175847,-221586,0.159678,0.025497063684,0.714029,,,,,,
3778,-0.23,0.714029,25.12,25.2718,24.8617,76.765,61.1863,-175847,-221585,0.151765,0.023032615225,0.714029,,,,,,
3779,-0.23,0.714028,25.12,25.2718,24.8619,76.765,61.1863,-175948,-221685,0.151757,0.023030187049,0.714028,,,,,,
3780,-0.28,0.714027,25.11,25.2697,24.86,76.7649,61.2613,-175948,-221684,0.159653,0.025489080409,0.714027,,,,,,
3781,-0.23,0.714026,25.12,25.2717,24.8623,76.7649,61.1863,-175846,-221582,0.15174,0.0230250276,0.714026,,,,,,
3782,-0.23,0.714025,25.12,25.2717,24.8625,76.7649,61.1863,-175948,-221682,0.151732,0.023022599824,0.714025,,,,,,
3783,-0.23,0.714024,25.12,25.2717,24.8627,76.7649,61.1863,-175948,-221681,0.151725,0.023020475625,0.714024,,,,,,
3784,-0.23,0.714023,25.12,25.2717,24.8629,76.7648,61.1863,-175947,-221680,0.151717,0.023018048089,0.714023,,,,,,
3785,-0.28,0.714022,25.12,25.2696,24.861,76.7648,61.1863,-175947,-221679,0.149613,0.022384049769,0.714022,,,,,,
3786,-0.28,0.714021,25.11,25.2696,24.8612,76.7648,61.2613,-175845,-221577,0.159604,0.025473436816,0.714021,,,,,,
3787,-0.23,0.71402,25.12,25.2717,24.8635,76.7648,61.1863,-175845,-221576,0.15169,0.0230098561,0.71402,,,,,,
3788,-0.28,0.714019,25.11,25.2696,24.8616,76.7647,61.2613,-175946,-221675,0.159587,0.025468010569,0.714019,,,,,,
3789,-0.28,0.714018,25.11,25.2696,24.8617,76.7647,61.2613,-175844,-221573,0.159579,0.025465457241,0.714018,,,,,,
3790,-0.23,0.714017,25.12,25.2717,24.864,76.7647,61.1863,-175844,-221572,0.151666,0.023002575556,0.714017,,,,,,
3791,-0.23,0.714017,25.12,25.2717,24.8642,76.7646,61.1863,-175946,-221672,0.151658,0.023000148964,0.714017,,,,,,
3792,-0.23,0.714016,25.13,25.2717,24.8644,76.7646,61.1115,-175946,-221671,0.14165,0.0200647225,0.714016,,,,,,
3793,-0.23,0.714015,25.12,25.2716,24.8646,76.7646,61.1863,-175945,-221670,0.151641,0.022994992881,0.714015,,,,,,
3794,-0.23,0.714014,25.13,25.2716,24.8648,76.7646,61.1115,-175945,-221669,0.141633,0.020059906689,0.714014,,,,,,
3795,-0.23,0.714013,25.12,25.2716,24.865,76.7645,61.1863,-175945,-221668,0.151626,0.022990443876,0.714013,,,,,,
3796,-0.23,0.714012,25.13,25.2716,24.8652,76.7645,61.1115,-175945,-221667,0.141618,0.020055657924,0.714012,,,,,,
3797,-0.23,0.714011,25.13,25.2716,24.8654,76.7645,61.1115,-175944,-221666,0.14161,0.0200533921,0.714011,,,,,,
3798,-0.23,0.714011,25.12,25.2716,24.8656,76.7645,61.1863,-175944,-221665,0.151603,0.022983469609,0.714011,,,,,,
3799,-0.23,0.71401,25.13,25.2716,24.8658,76.7644,61.1115,-175944,-221664,0.141595,0.020049144025,0.71401,,,,,,
3800,-0.28,0.714009,25.12,25.2695,24.8639,76.7644,61.1863,-175944,-221663,0.149491,0.022347559081,0.714009,,,,,,
3801,-0.23,0.714008,25.13,25.2716,24.8662,76.7644,61.1115,-175842,-221561,0.141578,0.020044330084,0.714008,,,,,,
3802,-0.18,0.714007,25.12,25.2737,24.8685,76.7643,61.1863,-175943,-221661,0.153664,0.023612624896,0.714007,,,,,,
3803,-0.23,0.714006,25.12,25.2716,24.8666,76.7643,61.1863,-176045,-221761,0.151564,0.022971646096,0.714006,,,,,,
3804,-0.23,0.714005,25.13,25.2716,24.8668,76.7643,61.1115,-175943,-221659,0.141557,0.020038384249,0.714005,,,,,,
3805,-0.23,0.714005,25.12,25.2715,24.867,76.7643,61.1863,-175943,-221658,0.151549,0.022967099401,0.714005,,,,,,
3806,-0.23,0.714004,25.13,25.2715,24.8672,76.7642,61.1115,-175943,-221657,0.141542,0.020034137764,0.714004,,,,,,
3807,-0.23,0.714003,25.13,25.2715,24.8674,76.7642,61.1115,-175942,-221656,0.141534,0.020031873156,0.714003,,,,,,
3808,-0.28,0.714002,25.11,25.2694,24.8654,76.7642,61.2613,-175942,-221655,0.15943,0.0254179249,0.714002,,,,,,
3809,-0.23,0.714001,25.12,25.2715,24.8677,76.7642,61.1863,-175840,-221553,0.151517,0.022957401289,0.714001,,,,,,
3810,-0.23,0.714,25.12,25.2715,24.8679,76.7641,61.1863,-175942,-221653,0.151509,0.022954977081,0.714,,,,,,
3811,-0.23,0.713999,25.13,25.2715,24.8681,76.7641,61.1115,-175941,-221652,0.141502,0.020022816004,0.713999,,,,,,
3812,-0.23,0.713998,25.12,25.2715,24.8683,76.7641,61.1863,-175941,-221650,0.151494,0.022950432036,0.713998,,,,,,
3813,-0.23,0.713998,25.13,25.2715,24.8685,76.7641,61.1115,-175941,-221649,0.141486,0.020018288196,0.713998,,,,,,
3814,-0.28,0.713997,25.11,25.2694,24.8666,76.764,61.2613,-175941,-221648,0.159382,0.025402621924,0.713997,,,,,,
3815,-0.28,0.713996,25.11,25.2694,24.8668,76.764,61.2613,-175839,-221546,0.159373,0.025399753129,0.713996,,,,,,
3816,-0.28,0.713995,25.12,25.2694,24.867,76.764,61.1863,-175839,-221545,0.149363,0.022309305769,0.713995,,,,,,
3817,-0.23,0.713994,25.13,25.2715,24.8693,76.7639,61.1115,-175838,-221544,0.14145,0.0200081025,0.713994,,,,,,
3818,-0.23,0.713993,25.12,25.2714,24.8694,76.7639,61.1863,-175940,-221644,0.151442,0.022934679364,0.713993,,,,,,
3819,-0.23,0.713992,25.13,25.2714,24.8696,76.7639,61.1115,-175940,-221643,0.141435,0.020003859225,0.713992,,,,,,
3820,-0.23,0.713991,25.12,25.2714,24.8698,76.7639,61.1863,-175939,-221642,0.151427,0.022930136329,0.713991,,,,,,
3821,-0.23,0.71399,25.12,25.2714,24.87,76.7638,61.1863,-175939,-221641,0.15142,0.0229280164,0.71399,,,,,,
3822,-0.23,0.713989,25.13,25.2714,24.8702,76.7638,61.1115,-175939,-221640,0.141412,0.019997353744,0.713989,,,,,,
3823,-0.28,0.713988,25.11,25.2693,24.8683,76.7638,61.2613,-175939,-221639,0.159308,0.025379038864,0.713988,,,,,,
3824,-0.28,0.713987,25.11,25.2693,24.8685,76.7638,61.2613,-175837,-221537,0.1593,0.02537649,0.713987,,,,,,
3825,-0.23,0.713986,25.11,25.2714,24.8707,76.7637,61.2613,-175837,-221536,0.161387,0.026045763769,0.713986,,,,,,
3826,-0.23,0.713986,25.12,25.2714,24.8709,76.7637,61.1863,-175938,-221636,0.151379,0.022915601641,0.713986,,,,,,
3827,-0.23,0.713985,25.13,25.2714,24.8711,76.7637,61.1115,-175938,-221635,0.141372,0.019986042384,0.713985,,,,,,
3828,-0.23,0.713984,25.13,25.2714,24.8713,76.7637,61.1115,-175938,-221634,0.141362,0.019983215044,0.713984,,,,,,
3829,-0.23,0.713983,25.12,25.2714,24.8715,76.7636,61.1863,-175937,-221633,0.151355,0.022908336025,0.713983,,,,,,
3830,-0.23,0.713982,25.13,25.2713,24.8717,76.7636,61.1115,-175937,-221632,0.141347,0.019978974409,0.713982,,,,,,
3831,-0.23,0.713981,25.13,25.2713,24.8719,76.7636,61.1115,-175937,-221631,0.141339,0.019976712921,0.713981,,,,,,
3832,-0.23,0.71398,25.13,25.2713,24.8721,76.7635,61.1115,-175937,-221630,0.141332,0.019974734224,0.71398,,,,,,
3833,-0.28,0.713979,25.11,25.2692,24.8702,76.7635,61.2613,-175937,-221629,0.15923,0.0253541929,0.713979,,,,,,
3834,-0.23,0.713979,25.13,25.2713,24.8725,76.7635,61.1115,-175835,-221527,0.141315,0.019969929225,0.713979,,,,,,
3835,-0.23,0.713978,25.13,25.2713,24.8727,76.7635,61.1115,-175936,-221627,0.141307,0.019967668249,0.713978,,,,,,
3836,-0.23,0.713977,25.12,25.2713,24.8729,76.7634,61.1863,-175936,-221625,0.151299,0.022891387401,0.713977,,,,,,
3837,-0.23,0.713976,25.13,25.2713,24.873,76.7634,61.1115,-175936,-221624,0.141292,0.019963429264,0.713976,,,,,,
3838,-0.23,0.713975,25.13,25.2713,24.8732,76.7634,61.1115,-175935,-221623,0.141284,0.019961168656,0.713975,,,,,,
3839,-0.28,0.713974,25.12,25.2692,24.8713,76.7634,61.1863,-175935,-221622,0.149182,0.022255269124,0.713974,,,,,,
3840,-0.23,0.713973,25.12,25.2713,24.8736,76.7633,61.1863,-175833,-221520,0.151267,0.022881705289,0.713973,,,,,,
3841,-0.28,0.713972,25.12,25.2692,24.8717,76.7633,61.1863,-175935,-221620,0.149165,0.022250197225,0.713972,,,,,,
3842,-0.23,0.713971,25.13,25.2713,24.874,76.7633,61.1115,-175833,-221518,0.141252,0.019952127504,0.713971,,,,,,
3843,-0.28,0.71397,25.12,25.2691,24.8721,76.7632,61.1863,-175934,-221618,0.149148,0.022245125904,0.71397,,,,,,
3844,-0.23,0.71397,25.12,25.2712,24.8744,76.7632,61.1863,-175832,-221516,0.151235,0.022872025225,0.71397,,,,,,
3845,-0.23,0.713969,25.12,25.2712,24.8745,76.7632,61.1863,-175934,-221616,0.151227,0.022869605529,0.713969,,,,,,
3846,-0.28,0.713968,25.12,25.2691,24.8726,76.7632,61.1863,-175934,-221615,0.149123,0.022237669129,0.713968,,,,,,
3847,-0.28,0.713967,25.12,25.2691,24.8728,76.7631,61.1863,-175832,-221513,0.149114,0.022234984996,0.713967,,,,,,
3848,-0.23,0.713966,25.12,25.2712,24.8751,76.7631,61.1863,-175831,-221512,0.1512,0.02286144,0.713966,,,,,,
3849,-0.23,0.713965,25.12,25.2712,24.8753,76.7631,61.1863,-175933,-221612,0.151193,0.022859323249,0.713965,,,,,,
3850,-0.28,0.713964,25.11,25.2691,24.8734,76.7631,61.2613,-175933,-221611,0.159089,0.025309309921,0.713964,,,,,,
3851,-0.28,0.713963,25.11,25.2691,24.8735,76.763,61.2613,-175831,-221509,0.159079,0.025306128241,0.713963,,,,,,
3852,-0.23,0.713962,25.12,25.2712,24.8758,76.763,61.1863,-175830,-221508,0.151166,0.022851159556,0.713962,,,,,,
3853,-0.23,0.713961,25.13,25.2712,24.876,76.763,61.1115,-175932,-221608,0.141158,0.019925580964,0.713961,,,,,,
3854,-0.23,0.71396,25.13,25.2712,24.8762,76.7629,61.1115,-175932,-221607,0.141151,0.019923604801,0.71396,,,,,,
3855,-0.28,0.713959,25.11,25.269,24.8743,76.7629,61.2613,-175932,-221606,0.159047,0.025295948209,0.713959,,,,,,
3856,-0.23,0.713958,25.13,25.2711,24.8766,76.7629,61.1115,-175830,-221504,0.141133,0.019918523689,0.713958,,,,,,
3857,-0.23,0.713958,25.12,25.2711,24.8768,76.7629,61.1863,-175931,-221603,0.151126,0.022839067876,0.713958,,,,,,
3858,-0.23,0.713957,25.12,25.2711,24.8769,76.7628,61.1863,-175931,-221602,0.151118,0.022836649924,0.713957,,,,,,
3859,-0.23,0.713956,25.13,25.2711,24.8771,76.7628,61.1115,-175931,-221601,0.141111,0.019912314321,0.713956,,,,,,
3860,-0.23,0.713955,25.13,25.2711,24.8773,76.7628,61.1115,-175930,-221600,0.141103,0.019910056609,0.713955,,,,,,
3861,-0.23,0.713954,25.13,25.2711,24.8775,76.7628,61.1115,-175930,-221599,0.141095,0.019907799025,0.713954,,,,,,
3862,-0.23,0.713953,25.13,25.2711,24.8777,76.7627,61.1115,-175930,-221598,0.141088,0.019905823744,0.713953,,,,,,
3863,-0.23,0.713952,25.13,25.2711,24.8779,76.7627,61.1115,-175930,-221597,0.14108,0.0199035664,0.713952,,,,,,
3864,-0.23,0.713952,25.13,25.2711,24.8781,76.7627,61.1115,-175930,-221596,0.141072,0.019901309184,0.713952,,,,,,
3865,-0.28,0.713951,25.12,25.269,24.8762,76.7627,61.1863,-175929,-221595,0.148969,0.022191762961,0.713951,,,,,,
3866,-0.23,0.71395,25.12,25.2711,24.8784,76.7626,61.1863,-175827,-221493,0.151055,0.022817613025,0.71395,,,,,,
3867,-0.23,0.713949,25.12,25.271,24.8786,76.7626,61.1863,-175929,-221593,0.151048,0.022815498304,0.713949,,,,,,
3868,-0.28,0.713948,25.12,25.2689,24.8767,76.7626,61.1863,-175929,-221592,0.148944,0.022184315136,0.713948,,,,,,
3869,-0.23,0.713947,25.12,25.271,24.879,76.7625,61.1863,-175827,-221490,0.15103,0.0228100609,0.713947,,,,,,
3870,-0.23,0.713946,25.13,25.271,24.8792,76.7625,61.1115,-175928,-221590,0.141023,0.019887486529,0.713946,,,,,,
3871,-0.23,0.713945,25.13,25.271,24.8794,76.7625,61.1115,-175928,-221589,0.141015,0.019885230225,0.713945,,,,,,
3872,-0.23,0.713944,25.13,25.271,24.8796,76.7625,61.1115,-175928,-221588,0.141008,0.019883256064,0.713944,,,,,,
3873,-0.23,0.713943,25.13,25.271,24.8797,76.7624,61.1115,-175928,-221587,0.141,0.019881,0.713943,,,,,,
3874,-0.23,0.713943,25.12,25.271,24.8799,76.7624,61.1863,-175927,-221586,0.150992,0.022798584064,0.713943,,,,,,
3875,-0.23,0.713942,25.12,25.271,24.8801,76.7624,61.1863,-175927,-221585,0.150985,0.022796470225,0.713942,,,,,,
3876,-0.23,0.713941,25.13,25.271,24.8803,76.7624,61.1115,-175927,-221584,0.140977,0.019874514529,0.713941,,,,,,
3877,-0.23,0.71394,25.13,25.271,24.8805,76.7623,61.1115,-175927,-221583,0.140969,0.019872258961,0.71394,,,,,,
3878,-0.28,0.713939,25.12,25.2689,24.8786,76.7623,61.1863,-175927,-221582,0.148866,0.022161085956,0.713939,,,,,,
3879,-0.23,0.713938,25.12,25.271,24.8808,76.7623,61.1863,-175825,-221480,0.150952,0.022786506304,0.713938,,,,,,
3880,-0.23,0.713937,25.13,25.2709,24.881,76.7622,61.1115,-175926,-221580,0.140945,0.019865493025,0.713937,,,,,,
3881,-0.23,0.713936,25.13,25.2709,24.8812,76.7622,61.1115,-175926,-221579,0.140937,0.019863237969,0.713936,,,,,,
3882,-0.23,0.713936,25.13,25.2709,24.8814,76.7622,61.1115,-175926,-221578,0.140929,0.019860983041,0.713936,,,,,,
3883,-0.23,0.713935,25.14,25.2709,24.8816,76.7622,61.0367,-175925,-221577,0.130922,0.017140570084,0.713935,,,,,,
3884,-0.28,0.713934,25.11,25.2688,24.8797,76.7621,61.2613,-175925,-221576,0.158818,0.025223157124,0.713934,,,,,,
3885,-0.28,0.713933,25.11,25.2688,24.8798,76.7621,61.2613,-175823,-221474,0.158808,0.025219980864,0.713933,,,,,,
3886,-0.23,0.713932,25.12,25.2709,24.8821,76.7621,61.1863,-175823,-221472,0.150895,0.022769301025,0.713932,,,,,,
3887,-0.23,0.713931,25.13,25.2709,24.8823,76.7621,61.1115,-175925,-221572,0.140887,0.019849146769,0.713931,,,,,,
3888,-0.23,0.71393,25.13,25.2709,24.8825,76.762,61.1115,-175924,-221571,0.14088,0.0198471744,0.71393,,,,,,
3889,-0.23,0.713929,25.13,25.2709,24.8827,76.762,61.1115,-175924,-221570,0.140872,0.019844920384,0.713929,,,,,,
3890,-0.23,0.713928,25.12,25.2709,24.8829,76.762,61.1863,-175924,-221569,0.150864,0.022759946496,0.713928,,,,,,
3891,-0.18,0.713928,25.13,25.273,24.8851,76.762,61.1115,-175924,-221568,0.142951,0.020434988401,0.713928,,,,,,
3892,-0.23,0.713927,25.12,25.2709,24.8832,76.7619,61.1863,-176025,-221668,0.150851,0.022756024201,0.713927,,,,,,
3893,-0.23,0.713926,25.12,25.2708,24.8834,76.7619,61.1863,-175923,-221566,0.150844,0.022753912336,0.713926,,,,,,
3894,-0.23,0.713925,25.13,25.2708,24.8836,76.7619,61.1115,-175923,-221565,0.140836,0.019834778896,0.713925,,,,,,
3895,-0.28,0.713924,25.12,25.2687,24.8817,76.7619,61.1863,-175923,-221564,0.148732,0.022121207824,0.713924,,,,,,
3896,-0.23,0.713923,25.12,25.2708,24.8839,76.7618,61.1863,-175821,-221462,0.150819,0.022746370761,0.713923,,,,,,
3897,-0.23,0.713922,25.13,25.2708,24.8841,76.7618,61.1115,-175922,-221562,0.140811,0.019827737721,0.713922,,,,,,
