N,I_Real,SOC,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear,squared_Err_non_linear,SOC,,,,,,
7661,15.82,0.786543,26.9,26.596,26.796,77.3095,48.7997,-226817,-268773,0.304024,0.092430592576,0.786543,,,,,,
7662,15.75,0.786601,26.87,26.5936,26.7937,77.31,48.9932,-226526,-268484,0.276427,0.076411886329,0.786601,,,,,,
7663,15.82,0.78666,26.9,26.597,26.7972,77.3104,48.7997,-226398,-268356,0.302971,0.091791426841,0.78666,,,,,,
7664,15.76,0.786718,26.9,26.595,26.7953,77.3109,48.7997,-226555,-268511,0.304957,0.092998771849,0.786718,,,,,,
7665,15.75,0.786776,26.88,26.5951,26.7955,77.3114,48.9286,-226447,-268403,0.28485,0.0811395225,0.786776,,,,,,
7666,15.71,0.786835,26.89,26.594,26.7944,77.3119,48.8641,-226441,-268396,0.296,0.087616,0.786835,,,,,,
7667,15.75,0.786893,26.9,26.5962,26.7967,77.3124,48.7997,-226374,-268329,0.303801,0.092295047601,0.786893,,,,,,
7668,15.76,0.786951,26.89,26.5971,26.7977,77.3128,48.8641,-226470,-268423,0.292857,0.085765222449,0.786951,,,,,,
7669,15.71,0.78701,26.89,26.5956,26.7962,77.3133,48.8641,-226505,-268456,0.294425,0.086686080625,0.78701,,,,,,
7670,15.75,0.787068,26.88,26.5978,26.7985,77.3138,48.9286,-226418,-268369,0.282225,0.079650950625,0.787068,,,,,,
7671,15.6,0.787126,26.88,26.592,26.7928,77.3143,48.9286,-226513,-268463,0.287986,0.082935936196,0.787126,,,,,,
7672,15.65,0.787184,26.88,26.5946,26.7955,77.3147,48.9286,-226222,-268173,0.285371,0.081436607641,0.787184,,,,,,
7673,15.66,0.787242,26.89,26.5956,26.7965,77.3152,48.8641,-226339,-268287,0.29443,0.0866890249,0.787242,,,,,,
7674,15.65,0.7873,26.88,26.5957,26.7967,77.3157,48.9286,-226373,-268321,0.284325,0.080840705625,0.7873,,,,,,
7675,15.65,0.787358,26.89,26.5962,26.7973,77.3162,48.8641,-226367,-268314,0.293803,0.086320202809,0.787358,,,,,,
7676,15.71,0.787416,26.89,26.5992,26.8004,77.3166,48.8641,-226382,-268327,0.290768,0.084546029824,0.787416,,,,,,
7677,15.66,0.787474,26.89,26.5977,26.7989,77.3171,48.8641,-226518,-268461,0.29234,0.0854626756,0.787474,,,,,,
7678,15.71,0.787533,26.89,26.6003,26.8015,77.3176,48.8641,-226431,-268374,0.289721,0.083938257841,0.787533,,,,,,
7679,15.71,0.787591,26.9,26.6008,26.8021,77.3181,48.7997,-226547,-268488,0.299199,0.089520041601,0.787591,,,,,,
7680,15.71,0.787649,26.9,26.6013,26.8027,77.3186,48.7997,-226561,-268501,0.298674,0.089206158276,0.787649,,,,,,
7681,15.6,0.787707,26.89,26.5972,26.7987,77.319,48.8641,-226576,-268514,0.29276,0.0857084176,0.787707,,,,,,
7682,15.6,0.787765,26.9,26.5978,26.7993,77.3195,48.7997,-226366,-268305,0.302239,0.091348413121,0.787765,,,,,,
7683,15.65,0.787823,26.89,26.6004,26.802,77.32,48.8641,-226380,-268319,0.289624,0.083882061376,0.787823,,,,,,
7684,15.66,0.787881,26.89,26.6013,26.803,77.3205,48.8641,-226496,-268433,0.288684,0.083338451856,0.787881,,,,,,
7685,15.65,0.787939,26.89,26.6014,26.8032,77.3209,48.8641,-226531,-268466,0.288579,0.083277839241,0.787939,,,,,,
7686,15.6,0.787997,26.89,26.5998,26.8017,77.3214,48.8641,-226525,-268459,0.290152,0.084188183104,0.787997,,,,,,
7687,15.65,0.788055,26.89,26.6025,26.8044,77.3219,48.8641,-226438,-268372,0.287537,0.082677526369,0.788055,,,,,,
7688,15.6,0.788113,26.89,26.6009,26.8029,77.3224,48.8641,-226554,-268486,0.289111,0.083585170321,0.788113,,,,,,
7689,15.66,0.788171,26.9,26.6039,26.806,77.3228,48.7997,-226466,-268398,0.296076,0.087660997776,0.788171,,,,,,
7690,15.56,0.788228,26.9,26.6003,26.8024,77.3233,48.7997,-226603,-268532,0.299744,0.089846465536,0.788228,,,,,,
7691,15.65,0.788286,26.89,26.6045,26.8067,77.3238,48.8641,-226414,-268344,0.285454,0.081483986116,0.788286,,,,,,
7692,15.55,0.788344,26.89,26.6009,26.8031,77.3243,48.8641,-226611,-268538,0.289122,0.083591530884,0.788344,,,,,,
7693,15.66,0.788402,26.9,26.606,26.8083,77.3247,48.7997,-226422,-268350,0.293995,0.086433060025,0.788402,,,,,,
7694,15.5,0.788459,26.88,26.5998,26.8022,77.3252,48.9286,-226660,-268585,0.280177,0.078499151329,0.788459,,,,,,
7695,15.61,0.788517,26.9,26.6049,26.8074,77.3257,48.7997,-226349,-268275,0.29505,0.0870545025,0.788517,,,,,,
7696,15.5,0.788575,26.89,26.6009,26.8034,77.3261,48.8641,-226587,-268510,0.289139,0.083601361321,0.788575,,,,,,
7697,15.55,0.788632,26.89,26.6035,26.8061,77.3266,48.8641,-226377,-268301,0.286526,0.082097148676,0.788632,,,,,,
7698,15.51,0.78869,26.9,26.6023,26.805,77.3271,48.7997,-226493,-268416,0.297684,0.088615763856,0.78869,,,,,,
7699,15.55,0.788748,26.89,26.6045,26.8073,77.3276,48.8641,-226426,-268348,0.285491,0.081505111081,0.788748,,,,,,
7700,15.5,0.788805,26.89,26.6029,26.8058,77.328,48.8641,-226522,-268442,0.287068,0.082408036624,0.788805,,,,,,
7701,15.61,0.788863,26.9,26.6081,26.8109,77.3285,48.7997,-226434,-268354,0.291941,0.085229547481,0.788863,,,,,,
7702,15.56,0.788921,26.9,26.6065,26.8094,77.329,48.7997,-226672,-268589,0.293517,0.086152229289,0.788921,,,,,,
7703,15.51,0.788978,26.9,26.6049,26.8079,77.3295,48.7997,-226585,-268501,0.295092,0.087079288464,0.788978,,,,,,
7704,15.56,0.789036,26.9,26.6075,26.8106,77.3299,48.7997,-226497,-268414,0.292481,0.085545135361,0.789036,,,,,,
7705,15.45,0.789093,26.89,26.6034,26.8066,77.3304,48.8641,-226613,-268528,0.28657,0.0821223649,0.789093,,,,,,
7706,15.56,0.789151,26.9,26.6086,26.8118,77.3309,48.7997,-226403,-268319,0.291445,0.084940188025,0.789151,,,,,,
7707,15.46,0.789208,26.9,26.6049,26.8082,77.3313,48.7997,-226641,-268554,0.295117,0.087094043689,0.789208,,,,,,
7708,15.51,0.789266,26.9,26.6075,26.8109,77.3318,48.7997,-226452,-268365,0.292506,0.085559760036,0.789266,,,,,,
7709,15.4,0.789323,26.89,26.6034,26.8068,77.3323,48.8641,-226568,-268479,0.286599,0.082138986801,0.789323,,,,,,
7710,15.51,0.78938,26.9,26.6085,26.812,77.3327,48.7997,-226358,-268270,0.291474,0.084957092676,0.78938,,,,,,
7711,15.41,0.789437,26.89,26.6049,26.8084,77.3332,48.8641,-226596,-268505,0.285147,0.081308811609,0.789437,,,,,,
7712,15.56,0.789495,26.9,26.6117,26.8153,77.3337,48.7997,-226407,-268316,0.28835,0.0831457225,0.789495,,,,,,
7713,15.4,0.789552,26.88,26.6055,26.8092,77.3342,48.9286,-226727,-268632,0.274535,0.075369466225,0.789552,,,,,,
7714,15.46,0.789609,26.9,26.6085,26.8123,77.3346,48.7997,-226415,-268322,0.291506,0.084975748036,0.789609,,,,,,
7715,15.4,0.789667,26.89,26.6065,26.8103,77.3351,48.8641,-226551,-268456,0.283505,0.080375085025,0.789667,,,,,,
7716,15.41,0.789724,26.9,26.6074,26.8113,77.3356,48.7997,-226443,-268348,0.292572,0.085598375184,0.789724,,,,,,
7717,15.51,0.789781,26.9,26.6121,26.8161,77.336,48.7997,-226478,-268382,0.287867,0.082867409689,0.789781,,,,,,
7718,15.29,0.789838,26.89,26.6034,26.8075,77.3365,48.8641,-226696,-268596,0.286568,0.082121218624,0.789838,,,,,,
7719,15.4,0.789895,26.89,26.6085,26.8126,77.337,48.8641,-226262,-268165,0.281451,0.079214665401,0.789895,,,,,,
7720,15.46,0.789952,26.9,26.6116,26.8157,77.3374,48.7997,-226500,-268400,0.288424,0.083188403776,0.789952,,,,,,
7721,15.41,0.790009,26.91,26.61,26.8142,77.3379,48.7353,-226636,-268534,0.300001,0.090000600001,0.790009,,,,,,
7722,15.41,0.790067,26.91,26.6105,26.8148,77.3384,48.7353,-226548,-268447,0.299488,0.089693062144,0.790067,,,,,,
7723,15.4,0.790124,26.88,26.6106,26.815,77.3388,48.9286,-226563,-268460,0.269393,0.072572588449,0.790124,,,,,,
7724,15.46,0.790181,26.9,26.6136,26.8181,77.3393,48.7997,-226556,-268452,0.286366,0.082005485956,0.790181,,,,,,
7725,15.34,0.790238,26.89,26.6091,26.8136,77.3398,48.8641,-226693,-268587,0.280877,0.078891889129,0.790238,,,,,,
7726,15.46,0.790295,26.9,26.6147,26.8192,77.3402,48.7997,-226463,-268357,0.28534,0.0814189156,0.790295,,,,,,
7727,15.29,0.790352,26.9,26.6081,26.8127,77.3407,48.7997,-226721,-268613,0.291945,0.085231883025,0.790352,,,,,,
7728,15.29,0.790408,26.89,26.6086,26.8132,77.3412,48.8641,-226389,-268282,0.281436,0.079206222096,0.790408,,,,,,
7729,15.3,0.790465,26.9,26.6095,26.8142,77.3416,48.7997,-226403,-268295,0.290505,0.084393155025,0.790465,,,,,,
7730,15.34,0.790522,26.9,26.6117,26.8165,77.3421,48.7997,-226437,-268328,0.288319,0.083127845761,0.790522,,,,,,
7731,15.19,0.790578,26.89,26.6059,26.8108,77.3426,48.8641,-226533,-268422,0.284094,0.080709400836,0.790578,,,,,,
7732,15.41,0.790636,26.91,26.6156,26.8206,77.343,48.7353,-226241,-268132,0.294369,0.086653108161,0.790636,,,,,,
7733,15.24,0.790692,26.89,26.609,26.814,77.3435,48.8641,-226703,-268589,0.280978,0.078948636484,0.790692,,,,,,
7734,15.29,0.790749,26.89,26.6116,26.8167,77.344,48.8641,-226371,-268259,0.278374,0.077492083876,0.790749,,,,,,
7735,15.24,0.790805,26.89,26.61,26.8152,77.3444,48.8641,-226487,-268373,0.279959,0.078377041681,0.790805,,,,,,
7736,15.35,0.790862,26.9,26.6152,26.8203,77.3449,48.7997,-226399,-268285,0.284842,0.081134964964,0.790862,,,,,,
7737,15.29,0.790919,26.89,26.6132,26.8184,77.3454,48.8641,-226637,-268520,0.276845,0.076643154025,0.790919,,,,,,
7738,15.24,0.790975,26.89,26.6116,26.8169,77.3458,48.8641,-226529,-268411,0.27843,0.0775232649,0.790975,,,,,,
7739,15.35,0.791032,26.9,26.6167,26.8221,77.3463,48.7997,-226441,-268323,0.283312,0.080265689344,0.791032,,,,,,
7740,15.19,0.791089,26.9,26.6105,26.8159,77.3468,48.7997,-226679,-268558,0.289505,0.083813145025,0.791089,,,,,,
7741,15.24,0.791145,26.89,26.6131,26.8186,77.3472,48.8641,-226368,-268248,0.276902,0.076674717604,0.791145,,,,,,
7742,15.19,0.791201,26.89,26.6115,26.8171,77.3477,48.8641,-226483,-268362,0.278491,0.077557237081,0.791201,,,,,,
7743,15.3,0.791258,26.9,26.6166,26.8222,77.3481,48.7997,-226395,-268274,0.283373,0.080300257129,0.791258,,,,,,
7744,15.2,0.791314,26.9,26.6129,26.8186,77.3486,48.7997,-226633,-268509,0.287053,0.082399424809,0.791314,,,,,,
7745,15.25,0.791371,26.9,26.6155,26.8213,77.3491,48.7997,-226444,-268320,0.284453,0.080913509209,0.791371,,,,,,
7746,15.19,0.791427,26.9,26.6135,26.8193,77.3495,48.7997,-226559,-268434,0.286457,0.082057612849,0.791427,,,,,,
7747,15.25,0.791484,26.91,26.6166,26.8224,77.35,48.7353,-226451,-268325,0.293436,0.086104686096,0.791484,,,,,,
7748,15.19,0.79154,26.89,26.6146,26.8205,77.3504,48.8641,-226587,-268459,0.275443,0.075868846249,0.79154,,,,,,
7749,15.14,0.791596,26.89,26.613,26.8189,77.3509,48.8641,-226479,-268351,0.27703,0.0767456209,0.791596,,,,,,
7750,15.14,0.791652,26.89,26.6135,26.8195,77.3514,48.8641,-226391,-268263,0.276524,0.076465522576,0.791652,,,,,,
7751,15.14,0.791709,26.89,26.614,26.8201,77.3518,48.8641,-226405,-268276,0.276021,0.076187592441,0.791709,,,,,,
7752,15.19,0.791765,26.9,26.6166,26.8227,77.3523,48.7997,-226419,-268288,0.283421,0.080327463241,0.791765,,,,,,
7753,15.09,0.791821,26.9,26.6129,26.8191,77.3528,48.7997,-226535,-268402,0.287104,0.082428706816,0.791821,,,,,,
7754,15.2,0.791877,26.91,26.618,26.8243,77.3532,48.7353,-226345,-268213,0.29199,0.0852581601,0.791877,,,,,,
7755,15.2,0.791933,26.9,26.6185,26.8249,77.3537,48.7997,-226583,-268448,0.281485,0.079233805225,0.791933,,,,,,
7756,15.19,0.79199,26.89,26.6186,26.825,77.3541,48.8641,-226597,-268461,0.271397,0.073656331609,0.79199,,,,,,
7757,15.14,0.792046,26.89,26.617,26.8235,77.3546,48.8641,-226590,-268453,0.272984,0.074520264256,0.792046,,,,,,
7758,15.09,0.792102,26.89,26.6154,26.8219,77.3551,48.8641,-226502,-268365,0.274575,0.075391430625,0.792102,,,,,,
7759,15.04,0.792158,26.89,26.6138,26.8204,77.3555,48.8641,-226415,-268277,0.276168,0.076268764224,0.792158,,,,,,
7760,15.2,0.792214,26.91,26.621,26.8277,77.356,48.7353,-226327,-268189,0.288962,0.083499037444,0.792214,,,,,,
7761,15.04,0.79227,26.89,26.6148,26.8215,77.3564,48.8641,-226666,-268524,0.275159,0.075712475281,0.79227,,,,,,
7762,15.7,0.792328,26.91,26.643,26.8497,77.3569,48.7353,-226354,-268214,0.267004,0.071291136016,0.792328,,,,,,
7763,15.65,0.792386,26.91,26.6414,26.8482,77.3574,48.7353,-227712,-269559,0.268576,0.072133067776,0.792386,,,,,,
7764,15.55,0.792444,26.91,26.6378,26.8446,77.3578,48.7353,-227624,-269472,0.272244,0.074116795536,0.792444,,,,,,
7765,15.5,0.792501,26.91,26.6362,26.843,77.3583,48.7353,-227435,-269283,0.273821,0.074977940041,0.792501,,,,,,
7766,15.45,0.792558,26.91,26.6346,26.8415,77.3588,48.7353,-227347,-269195,0.275398,0.075844058404,0.792558,,,,,,
7767,15.45,0.792616,26.91,26.6351,26.8421,77.3592,48.7353,-227260,-269107,0.274882,0.075560113924,0.792616,,,,,,
7768,15.56,0.792673,26.92,26.6402,26.8473,77.3597,48.671,-227274,-269120,0.279758,0.078264538564,0.792673,,,,,,
7769,15.34,0.79273,26.91,26.6315,26.8386,77.3602,48.7353,-227512,-269355,0.278456,0.077537743936,0.79273,,,,,,
7770,15.45,0.792787,26.91,26.6367,26.8438,77.3607,48.7353,-227078,-268924,0.273337,0.074713115569,0.792787,,,,,,
7771,15.41,0.792845,26.92,26.6355,26.8427,77.3611,48.671,-227316,-269159,0.284498,0.080939112004,0.792845,,,,,,
7772,15.51,0.792902,26.92,26.6402,26.8475,77.3616,48.671,-227249,-269092,0.279793,0.078284122849,0.792902,,,,,,
7773,15.4,0.792959,26.91,26.6361,26.8434,77.3621,48.7353,-227467,-269307,0.273886,0.075013540996,0.792959,,,,,,
7774,15.34,0.793016,26.91,26.6341,26.8415,77.3625,48.7353,-227257,-269098,0.275885,0.076112533225,0.793016,,,,,,
7775,15.45,0.793073,26.91,26.6392,26.8467,77.363,48.7353,-227149,-268990,0.270765,0.073313685225,0.793073,,,,,,
7776,15.35,0.79313,26.92,26.6356,26.843,77.3635,48.671,-227387,-269225,0.284439,0.080905544721,0.79313,,,,,,
7777,15.51,0.793188,26.92,26.6428,26.8503,77.3639,48.671,-227198,-269036,0.277223,0.076852591729,0.793188,,,,,,
7778,15.4,0.793245,26.92,26.6387,26.8463,77.3644,48.671,-227537,-269372,0.281317,0.079139254489,0.793245,,,,,,
7779,15.34,0.793302,26.91,26.6367,26.8443,77.3649,48.7353,-227328,-269163,0.273316,0.074701635856,0.793302,,,,,,
7780,15.4,0.793359,26.91,26.6397,26.8474,77.3653,48.7353,-227220,-269055,0.270291,0.073057224681,0.793359,,,,,,
7781,15.41,0.793416,26.93,26.6406,26.8484,77.3658,48.6067,-227356,-269189,0.289358,0.083728052164,0.793416,,,,,,
7782,15.35,0.793473,26.92,26.6386,26.8465,77.3663,48.671,-227390,-269222,0.281359,0.079162886881,0.793473,,,,,,
7783,15.41,0.79353,26.92,26.6417,26.8495,77.3667,48.671,-227282,-269114,0.278332,0.077468702224,0.79353,,,,,,
7784,15.34,0.793587,26.92,26.6392,26.8472,77.3672,48.671,-227419,-269248,0.28075,0.0788205625,0.793587,,,,,,
7785,15.35,0.793644,26.92,26.6402,26.8482,77.3677,48.671,-227290,-269119,0.279821,0.078299792041,0.793644,,,,,,
7786,15.3,0.793701,26.92,26.6386,26.8466,77.3681,48.671,-227325,-269153,0.281402,0.079187085604,0.793701,,,,,,
7787,15.3,0.793757,26.92,26.6391,26.8472,77.3686,48.671,-227237,-269065,0.280891,0.078899753881,0.793757,,,,,,
7788,15.35,0.793814,26.92,26.6417,26.8499,77.3691,48.671,-227251,-269077,0.278288,0.077444210944,0.793814,,,,,,
7789,15.3,0.793871,26.92,26.6401,26.8483,77.3695,48.671,-227367,-269191,0.279871,0.078327776641,0.793871,,,,,,
7790,15.3,0.793928,26.92,26.6406,26.8489,77.37,48.671,-227279,-269103,0.27936,0.0780420096,0.793928,,,,,,
7791,15.3,0.793984,26.92,26.6411,26.8495,77.3705,48.671,-227293,-269116,0.27885,0.0777573225,0.793984,,,,,,
7792,15.41,0.794041,26.93,26.6463,26.8546,77.3709,48.6067,-227307,-269129,0.283731,0.080503280361,0.794041,,,,,,
7793,15.24,0.794098,26.92,26.6397,26.8481,77.3714,48.671,-227545,-269364,0.28034,0.0785905156,0.794098,,,,,,
7794,15.29,0.794155,26.91,26.6423,26.8507,77.3719,48.7353,-227213,-269034,0.267737,0.071683101169,0.794155,,,,,,
7795,15.24,0.794211,26.91,26.6407,26.8492,77.3723,48.7353,-227329,-269148,0.269322,0.072534339684,0.794211,,,,,,
7796,15.29,0.794268,26.91,26.6433,26.8519,77.3728,48.7353,-227241,-269060,0.266718,0.071138491524,0.794268,,,,,,
7797,15.25,0.794324,26.92,26.6421,26.8507,77.3732,48.671,-227357,-269173,0.277885,0.077220073225,0.794324,,,,,,
7798,15.3,0.794381,26.92,26.6447,26.8534,77.3737,48.671,-227289,-269106,0.27528,0.0757790784,0.794381,,,,,,
7799,15.14,0.794437,26.91,26.6385,26.8473,77.3742,48.7353,-227405,-269219,0.271475,0.073698675625,0.794437,,,,,,
7800,15.19,0.794494,26.91,26.6411,26.8499,77.3746,48.7353,-227093,-268909,0.268875,0.072293765625,0.794494,,,,,,
7801,15.35,0.79455,26.93,26.6483,26.8572,77.3751,48.6067,-227209,-269023,0.281666,0.079335735556,0.79455,,,,,,
7802,15.2,0.794607,26.92,26.6426,26.8515,77.3756,48.671,-227549,-269359,0.277437,0.076971288969,0.794607,,,,,,
7803,15.24,0.794663,26.92,26.6447,26.8537,77.376,48.671,-227257,-269069,0.275253,0.075764214009,0.794663,,,,,,
7804,15.2,0.79472,26.93,26.6436,26.8526,77.3765,48.6067,-227353,-269162,0.286422,0.082037562084,0.79472,,,,,,
7805,15.24,0.794776,26.91,26.6458,26.8548,77.3769,48.7353,-227285,-269095,0.264239,0.069822249121,0.794776,,,,,,
7806,15.2,0.794832,26.93,26.6446,26.8537,77.3774,48.6067,-227381,-269188,0.285406,0.081456584836,0.794832,,,,,,
7807,15.25,0.794889,26.93,26.6472,26.8564,77.3779,48.6067,-227313,-269120,0.282806,0.079979233636,0.794889,,,,,,
7808,15.14,0.794945,26.92,26.6431,26.8523,77.3783,48.671,-227429,-269234,0.276905,0.076676379025,0.794945,,,,,,
7809,15.19,0.795001,26.92,26.6457,26.855,77.3788,48.671,-227219,-269025,0.274305,0.075243233025,0.795001,,,,,,
7810,15.15,0.795058,26.93,26.6445,26.8539,77.3793,48.6067,-227335,-269139,0.285474,0.081495404676,0.795058,,,,,,
7811,15.25,0.795114,26.93,26.6492,26.8586,77.3797,48.6067,-227267,-269071,0.28078,0.0788374084,0.795114,,,,,,
7812,15.04,0.79517,26.91,26.6409,26.8504,77.3802,48.7353,-227485,-269285,0.26907,0.0723986649,0.79517,,,,,,
7813,15.14,0.795226,26.91,26.6456,26.8551,77.3806,48.7353,-227071,-268874,0.264378,0.069895726884,0.795226,,,,,,
7814,15.04,0.795282,26.92,26.6419,26.8515,77.3811,48.671,-227288,-269089,0.278063,0.077319031969,0.795282,,,,,,
7815,15.14,0.795338,26.92,26.6466,26.8562,77.3815,48.671,-227099,-268900,0.273371,0.074731703641,0.795338,,,,,,
7816,15.15,0.795394,26.92,26.6476,26.8572,77.382,48.671,-227316,-269114,0.272449,0.074228457601,0.795394,,,,,,
7817,15.15,0.79545,26.93,26.6481,26.8577,77.3825,48.6067,-227350,-269147,0.281944,0.079492419136,0.79545,,,,,,
7818,15.1,0.795506,26.93,26.6465,26.8562,77.3829,48.6067,-227364,-269160,0.283533,0.080390962089,0.795506,,,,,,
7819,15.04,0.795562,26.91,26.6445,26.8542,77.3834,48.7353,-227276,-269072,0.265543,0.070513084849,0.795562,,,,,,
7820,15.05,0.795618,26.93,26.6454,26.8552,77.3838,48.6067,-227168,-268963,0.284622,0.081009682884,0.795618,,,,,,
7821,15.09,0.795674,26.91,26.6476,26.8574,77.3843,48.7353,-227202,-268996,0.262446,0.068877902916,0.795674,,,,,,
7822,15.1,0.79573,26.93,26.6485,26.8584,77.3848,48.6067,-227297,-269090,0.281522,0.079254636484,0.79573,,,,,,
7823,15.1,0.795786,26.92,26.649,26.859,77.3852,48.671,-227331,-269122,0.271019,0.073451298361,0.795786,,,,,,
7824,15.05,0.795842,26.92,26.6474,26.8574,77.3857,48.671,-227345,-269135,0.27261,0.0743162121,0.795842,,,,,,
7825,15.1,0.795898,26.93,26.65,26.8601,77.3861,48.6067,-227257,-269047,0.280012,0.078406720144,0.795898,,,,,,
7826,15.15,0.795954,26.93,26.6526,26.8627,77.3866,48.6067,-227373,-269161,0.277416,0.076959637056,0.795954,,,,,,
7827,15.35,0.796011,26.93,26.6615,26.8717,77.387,48.6067,-227489,-269274,0.26853,0.0721083609,0.796011,,,,,,
7828,15.34,0.796067,26.93,26.6616,26.8718,77.3875,48.6067,-227910,-269691,0.268436,0.072057886096,0.796067,,,,,,
7829,15.24,0.796124,26.93,26.6579,26.8682,77.388,48.6067,-227903,-269684,0.272114,0.074046028996,0.796124,,,,,,
7830,15.41,0.796181,26.94,26.6655,26.8759,77.3884,48.5425,-227714,-269495,0.274484,0.075341466256,0.796181,,,,,,
7831,15.19,0.796237,26.93,26.6568,26.8672,77.3889,48.6067,-228074,-269851,0.273187,0.074631136969,0.796237,,,,,,
7832,15.35,0.796294,26.94,26.664,26.8745,77.3894,48.5425,-227640,-269419,0.275978,0.076163856484,0.796294,,,,,,
7833,15.19,0.796351,26.93,26.6578,26.8683,77.3898,48.6067,-227980,-269755,0.272169,0.074075964561,0.796351,,,,,,
7834,15.24,0.796407,26.93,26.6604,26.871,77.3903,48.6067,-227668,-269445,0.269567,0.072666367489,0.796407,,,,,,
7835,15.2,0.796464,26.94,26.6593,26.8699,77.3908,48.5425,-227784,-269559,0.280734,0.078811578756,0.796464,,,,,,
7836,15.35,0.79652,26.94,26.6661,26.8767,77.3912,48.5425,-227716,-269491,0.273944,0.075045315136,0.79652,,,,,,
7837,15.19,0.796577,26.93,26.6599,26.8706,77.3917,48.6067,-228036,-269807,0.270136,0.072973458496,0.796577,,,,,,
7838,15.24,0.796633,26.93,26.6625,26.8732,77.3921,48.6067,-227724,-269497,0.267534,0.071574441156,0.796633,,,,,,
7839,15.25,0.79669,26.94,26.6634,26.8742,77.3926,48.5425,-227840,-269610,0.276607,0.076511432449,0.79669,,,,,,
7840,15.19,0.796746,26.93,26.6614,26.8722,77.3931,48.6067,-227874,-269643,0.268612,0.072152406544,0.796746,,,,,,
7841,15.2,0.796802,26.94,26.6623,26.8732,77.3935,48.5425,-227766,-269535,0.277687,0.077110069969,0.796802,,,,,,
7842,15.2,0.796859,26.93,26.6628,26.8738,77.394,48.6067,-227800,-269568,0.267179,0.071384618041,0.796859,,,,,,
7843,15.24,0.796915,26.93,26.665,26.876,77.3945,48.6067,-227814,-269581,0.264995,0.070222350025,0.796915,,,,,,
7844,15.09,0.796971,26.93,26.6592,26.8702,77.3949,48.6067,-227909,-269675,0.270775,0.073319100625,0.796971,,,,,,
7845,15.25,0.797028,26.94,26.6664,26.8775,77.3954,48.5425,-227618,-269385,0.273567,0.074838903489,0.797028,,,,,,
7846,15.2,0.797084,26.94,26.6648,26.876,77.3958,48.5425,-227957,-269720,0.275152,0.075708623104,0.797084,,,,,,
7847,15.15,0.79714,26.94,26.6633,26.8744,77.3963,48.5425,-227870,-269632,0.27674,0.0765850276,0.79714,,,,,,
7848,15.25,0.797197,26.94,26.668,26.8792,77.3968,48.5425,-227782,-269544,0.272047,0.074009570209,0.797197,,,,,,
7849,15.15,0.797253,26.94,26.6643,26.8755,77.3972,48.5425,-227999,-269759,0.275728,0.076025929984,0.797253,,,,,,
7850,15.2,0.797309,26.95,26.6669,26.8782,77.3977,48.4783,-227810,-269570,0.283126,0.080160331876,0.797309,,,,,,
7851,15.25,0.797366,26.95,26.6695,26.8809,77.3981,48.4783,-227925,-269683,0.280524,0.078693714576,0.797366,,,,,,
7852,15.09,0.797422,26.93,26.6633,26.8747,77.3986,48.6067,-228041,-269797,0.266721,0.071140091841,0.797422,,,,,,
7853,15.1,0.797478,26.94,26.6642,26.8757,77.3991,48.5425,-227729,-269487,0.275798,0.076064536804,0.797478,,,,,,
7854,15.14,0.797534,26.93,26.6664,26.8779,77.3995,48.6067,-227763,-269520,0.263618,0.069494449924,0.797534,,,,,,
7855,14.99,0.79759,26.93,26.6606,26.8722,77.4,48.6067,-227859,-269613,0.269399,0.072575821201,0.79759,,,,,,
7856,15.15,0.797646,26.94,26.6678,26.8794,77.4004,48.5425,-227567,-269323,0.272195,0.074090118025,0.797646,,,,,,
7857,15.15,0.797702,26.94,26.6683,26.88,77.4009,48.5425,-227907,-269659,0.27169,0.0738154561,0.797702,,,,,,
7858,15.2,0.797758,26.94,26.6709,26.8826,77.4014,48.5425,-227921,-269672,0.269088,0.072408351744,0.797758,,,,,,
7859,15.2,0.797815,26.94,26.6714,26.8832,77.4018,48.5425,-228036,-269785,0.268581,0.072135753561,0.797815,,,,,,
7860,15.1,0.797871,26.94,26.6677,26.8795,77.4023,48.5425,-228050,-269798,0.272264,0.074127685696,0.797871,,,,,,
7861,15.15,0.797927,26.94,26.6703,26.8822,77.4027,48.5425,-227861,-269609,0.269666,0.072719751556,0.797927,,,,,,
7862,15.14,0.797983,26.93,26.6704,26.8823,77.4032,48.6067,-227976,-269723,0.25958,0.0673817764,0.797983,,,,,,
7863,14.93,0.798038,26.93,26.6621,26.8741,77.4037,48.6067,-227970,-269715,0.267873,0.071755944129,0.798038,,,,,,
7864,15.25,0.798095,26.94,26.676,26.888,77.4041,48.5425,-227556,-269304,0.263969,0.069679632961,0.798095,,,,,,
7865,15.19,0.798151,26.93,26.674,26.886,77.4046,48.6067,-228221,-269963,0.255974,0.065522688676,0.798151,,,,,,
7866,15.15,0.798207,26.94,26.6729,26.8849,77.405,48.5425,-228113,-269854,0.267145,0.071366451025,0.798207,,,,,,
7867,15.25,0.798264,26.95,26.6776,26.8896,77.4055,48.4783,-228045,-269787,0.272449,0.074228457601,0.798264,,,,,,
7868,15.19,0.79832,26.93,26.6755,26.8877,77.406,48.6067,-228263,-270001,0.254453,0.064746329209,0.79832,,,,,,
