N,I_Real,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear
6228,0,49.33,49.4187,49.393,49.2826,0.7853,49.4383,49.2931,0.108259
6229,-0.01,49.33,49.4153,49.3896,49.2828,0.7853,49.4383,49.2933,0.108259
6230,-0.01,49.33,49.4153,49.3895,49.283,0.7853,49.4348,49.2901,0.104792
6231,-0.01,49.33,49.4153,49.3895,49.2832,0.7853,49.4348,49.2903,0.104792
6232,-0.01,49.33,49.4153,49.3895,49.2833,0.7853,49.4348,49.2904,0.104788
6233,-0.01,49.33,49.4153,49.3895,49.2835,0.7853,49.4348,49.2906,0.104788
6234,0,49.33,49.4187,49.3929,49.2837,0.7853,49.4348,49.2908,0.104784
6235,-0.01,49.31,49.4153,49.3894,49.2838,0.783063,49.4383,49.2936,0.128251
6236,0,49.33,49.4187,49.3928,49.284,0.7853,49.4348,49.291,0.104784
6237,0,49.35,49.4187,49.3928,49.2842,0.787545,49.4382,49.2952,0.0882477
6238,-0.01,49.33,49.4153,49.3893,49.2844,0.7853,49.4382,49.2948,0.108248
6239,0,49.35,49.4187,49.3927,49.2846,0.787545,49.4348,49.2923,0.0847801
6240,0.01,49.35,49.4222,49.3962,49.2849,0.787545,49.4382,49.2959,0.0882477
6241,-0.01,49.33,49.4153,49.3892,49.285,0.7853,49.4417,49.2988,0.111715
6242,0,49.33,49.4187,49.3927,49.2852,0.7853,49.4348,49.2922,0.10478
6243,-0.01,49.33,49.4153,49.3892,49.2853,0.7853,49.4382,49.2957,0.108248
6244,0,49.33,49.4187,49.3926,49.2855,0.7853,49.4348,49.2925,0.10478
6245,0,49.33,49.4187,49.3926,49.2857,0.7853,49.4382,49.296,0.108244
6246,-0.01,49.33,49.4153,49.3891,49.2858,0.7853,49.4382,49.2962,0.108244
6247,0,49.33,49.4187,49.3925,49.286,0.7853,49.4348,49.293,0.10478
6248,0.01,49.35,49.4222,49.396,49.2862,0.787545,49.4382,49.2972,0.0882439
6249,0,49.35,49.4187,49.3925,49.2865,0.787545,49.4417,49.3008,0.0917114
6250,-0.01,49.33,49.4153,49.389,49.2866,0.7853,49.4382,49.297,0.108244
6251,-0.01,49.33,49.4153,49.389,49.2868,0.7853,49.4348,49.2938,0.10478
6252,0,49.35,49.4187,49.3924,49.287,0.787545,49.4348,49.2946,0.0847763
6253,0.01,49.37,49.4222,49.3959,49.2873,0.789796,49.4382,49.2989,0.0682401
6254,0,49.33,49.4187,49.3924,49.2875,0.7853,49.4417,49.3012,0.111708
6255,0.01,49.35,49.4222,49.3958,49.2877,0.787545,49.4382,49.2986,0.0882439
6256,0.01,49.35,49.4222,49.3958,49.2879,0.787545,49.4417,49.3022,0.0917114
6257,0,49.33,49.4187,49.3923,49.2881,0.7853,49.4417,49.3017,0.111711
6258,-0.01,49.33,49.4153,49.3888,49.2882,0.7853,49.4382,49.2985,0.108248
6259,0,49.33,49.4187,49.3923,49.2884,0.7853,49.4348,49.2953,0.10478
6260,0,49.33,49.4187,49.3922,49.2885,0.7853,49.4382,49.2988,0.108244
6261,0,49.33,49.4187,49.3922,49.2887,0.7853,49.4382,49.2989,0.108244
6262,0,49.33,49.4187,49.3922,49.2888,0.7853,49.4382,49.2991,0.108244
6263,0,49.35,49.4187,49.3922,49.289,0.787545,49.4382,49.2999,0.0882439
6264,0,49.35,49.4187,49.3921,49.2892,0.787545,49.4382,49.3001,0.0882439
6265,-0.01,49.33,49.4153,49.3887,49.2894,0.7853,49.4382,49.2997,0.108244
6266,-0.01,49.33,49.4153,49.3886,49.2895,0.7853,49.4348,49.2964,0.10478
6267,0,49.33,49.4187,49.3921,49.2897,0.7853,49.4348,49.2966,0.104776
6268,-0.01,49.33,49.4153,49.3886,49.2898,0.7853,49.4382,49.3001,0.10824
6269,-0.01,49.35,49.4153,49.3886,49.2901,0.787545,49.4348,49.2975,0.0847763
6270,0,49.33,49.4187,49.392,49.2902,0.7853,49.4348,49.2971,0.104772
6271,0,49.33,49.4187,49.392,49.2903,0.7853,49.4382,49.3006,0.10824
6272,0,49.35,49.4187,49.3919,49.2906,0.787545,49.4382,49.3014,0.08824
6273,0,49.33,49.4187,49.3919,49.2907,0.7853,49.4382,49.3009,0.10824
6274,-0.01,49.35,49.4153,49.3884,49.2909,0.787545,49.4382,49.3017,0.08824
6275,0,49.33,49.4187,49.3919,49.2911,0.7853,49.4348,49.2979,0.104772
6276,0,49.33,49.4187,49.3918,49.2912,0.7853,49.4382,49.3014,0.108236
6277,-0.01,49.33,49.4153,49.3884,49.2913,0.7853,49.4382,49.3015,0.108236
6278,0,49.35,49.4187,49.3918,49.2916,0.787545,49.4348,49.299,0.0847687
6279,-0.01,49.35,49.4153,49.3883,49.2918,0.787545,49.4382,49.3026,0.0882362
6280,0,49.33,49.4187,49.3917,49.2919,0.7853,49.4348,49.2988,0.104769
6281,0,49.33,49.4187,49.3917,49.292,0.7853,49.4382,49.3022,0.108232
6282,-0.01,49.35,49.4153,49.3883,49.2923,0.787545,49.4382,49.303,0.0882324
6283,0,49.35,49.4187,49.3917,49.2925,0.787545,49.4348,49.2999,0.0847649
6284,-0.01,49.35,49.4153,49.3882,49.2927,0.787545,49.4382,49.3035,0.0882324
6285,0,49.33,49.4187,49.3916,49.2928,0.7853,49.4348,49.2996,0.104765
6286,0.01,49.35,49.4222,49.3951,49.293,0.787545,49.4382,49.3038,0.0882286
6287,-0.01,49.33,49.4153,49.3881,49.2931,0.7853,49.4417,49.3067,0.111696
6288,-0.01,49.35,49.4153,49.3881,49.2934,0.787545,49.4348,49.3008,0.0847649
6289,-0.01,49.33,49.4153,49.3881,49.2935,0.7853,49.4348,49.3003,0.104765
6290,-0.01,49.33,49.4153,49.3881,49.2936,0.7853,49.4348,49.3004,0.104761
6291,-0.01,49.35,49.4153,49.388,49.2939,0.787545,49.4348,49.3012,0.084761
6292,-0.01,49.33,49.4153,49.388,49.294,0.7853,49.4348,49.3008,0.104757
6293,-0.01,49.33,49.4153,49.388,49.2941,0.7853,49.4348,49.3009,0.104757
6294,-0.01,49.35,49.4153,49.388,49.2943,0.787545,49.4348,49.3017,0.0847572
6295,-0.01,49.35,49.4153,49.388,49.2946,0.787545,49.4348,49.3019,0.0847534
6296,-0.01,49.35,49.4153,49.3879,49.2948,0.787545,49.4348,49.3021,0.0847534
6297,-0.01,49.35,49.4153,49.3879,49.295,0.787545,49.4347,49.3023,0.0847496
6298,0,49.35,49.4187,49.3913,49.2952,0.787545,49.4347,49.3025,0.0847496
6299,0.01,49.37,49.4221,49.3948,49.2955,0.789796,49.4382,49.3068,0.0682134
6300,0.01,49.37,49.4221,49.3948,49.2958,0.789796,49.4417,49.3104,0.0716809
6301,0,49.35,49.4187,49.3913,49.296,0.787545,49.4417,49.31,0.0916809
6302,0,49.35,49.4187,49.3913,49.2961,0.787545,49.4382,49.3068,0.0882172
6303,0.01,49.37,49.4221,49.3947,49.2964,0.789796,49.4382,49.3077,0.0682172
6304,0,49.35,49.4187,49.3913,49.2966,0.787545,49.4417,49.3106,0.0916847
6305,0,49.38,49.4187,49.3913,49.2969,0.790925,49.4382,49.3085,0.0582172
6306,-0.01,49.33,49.4153,49.3878,49.297,0.7853,49.4382,49.3071,0.108217
6307,0,49.37,49.4187,49.3912,49.2973,0.789796,49.4348,49.3052,0.0647534
6308,-0.01,49.35,49.4153,49.3878,49.2975,0.787545,49.4382,49.3082,0.0882172
6309,-0.01,49.33,49.4153,49.3877,49.2976,0.7853,49.4347,49.3043,0.10475
6310,0,49.33,49.4187,49.3912,49.2978,0.7853,49.4347,49.3044,0.10475
6311,0,49.35,49.4187,49.3911,49.2979,0.787545,49.4382,49.3086,0.0882133
6312,0.01,49.35,49.4221,49.3946,49.2981,0.787545,49.4382,49.3088,0.0882133
6313,0.01,49.37,49.4221,49.3946,49.2984,0.789796,49.4417,49.313,0.0716809
6314,0,49.35,49.4187,49.3911,49.2986,0.787545,49.4417,49.3125,0.0916809
6315,0,49.35,49.4187,49.3911,49.2988,0.787545,49.4382,49.3094,0.0882172
6316,0,49.35,49.4187,49.3911,49.2989,0.787545,49.4382,49.3095,0.0882172
6317,0.01,49.37,49.4221,49.3945,49.2992,0.789796,49.4382,49.3104,0.0682172
6318,-0.03,49.31,49.4084,49.3807,49.2992,0.783063,49.4417,49.312,0.131685
6319,-0.01,49.35,49.4153,49.3875,49.2994,0.787545,49.4278,49.2999,0.0778183
6320,0,49.35,49.4187,49.391,49.2996,0.787545,49.4347,49.3068,0.0847458
6321,-0.01,49.32,49.4152,49.3875,49.2997,0.784181,49.4382,49.3094,0.118213
6322,0,49.33,49.4187,49.3909,49.2998,0.7853,49.4347,49.3064,0.104746
6323,0,49.35,49.4187,49.3909,49.3,0.787545,49.4382,49.3105,0.0882095
6324,0,49.35,49.4187,49.3909,49.3001,0.787545,49.4382,49.3107,0.0882095
6325,0,49.35,49.4187,49.3909,49.3003,0.787545,49.4382,49.3109,0.0882095
6326,0,49.37,49.4187,49.3908,49.3006,0.789796,49.4382,49.3117,0.0682095
6327,0,49.35,49.4187,49.3908,49.3008,0.787545,49.4382,49.3113,0.0882095
6328,0.01,49.35,49.4221,49.3943,49.3009,0.787545,49.4382,49.3115,0.0882095
6329,0.01,49.37,49.4221,49.3942,49.3012,0.789796,49.4417,49.3157,0.0716771
6330,0.01,49.37,49.4221,49.3942,49.3014,0.789796,49.4417,49.3159,0.0716771
6331,0,49.36,49.4187,49.3908,49.3016,0.78867,49.4417,49.3158,0.0816809
6332,0,49.35,49.4187,49.3908,49.3018,0.787545,49.4382,49.3123,0.0882172
6333,0,49.33,49.4187,49.3907,49.3019,0.7853,49.4382,49.3118,0.108217
6334,0,49.35,49.4187,49.3907,49.3021,0.787545,49.4382,49.3126,0.0882172
6335,-0.01,49.35,49.4153,49.3873,49.3022,0.787545,49.4382,49.3127,0.0882172
6336,0,49.33,49.4187,49.3907,49.3023,0.7853,49.4347,49.3089,0.10475
6337,0,49.36,49.4187,49.3907,49.3025,0.78867,49.4382,49.3133,0.0782133
6338,-0.01,49.35,49.4153,49.3872,49.3027,0.787545,49.4382,49.3132,0.0882133
6339,-0.01,49.35,49.4152,49.3872,49.3029,0.787545,49.4347,49.31,0.0847458
6340,-0.01,49.35,49.4152,49.3872,49.3031,0.787545,49.4347,49.3102,0.0847458
6341,0,49.37,49.4187,49.3906,49.3033,0.789796,49.4347,49.311,0.064742
6342,0,49.35,49.4187,49.3906,49.3035,0.787545,49.4382,49.314,0.0882095
6343,-0.01,49.35,49.4152,49.3871,49.3037,0.787545,49.4382,49.3141,0.0882095
6344,-0.01,49.35,49.4152,49.3871,49.3038,0.787545,49.4347,49.3109,0.084742
6345,-0.01,49.35,49.4152,49.3871,49.304,0.787545,49.4347,49.3111,0.084742
6346,0,49.37,49.4187,49.3905,49.3043,0.789796,49.4347,49.312,0.0647382
6347,-0.01,49.35,49.4152,49.387,49.3044,0.787545,49.4382,49.3149,0.0882019
6348,-0.01,49.35,49.4152,49.387,49.3046,0.787545,49.4347,49.3117,0.0847382
6349,-0.01,49.35,49.4152,49.387,49.3048,0.787545,49.4347,49.3118,0.0847343
6350,-0.01,49.35,49.4152,49.387,49.305,0.787545,49.4347,49.312,0.0847343
6351,-0.01,49.35,49.4152,49.387,49.3051,0.787545,49.4347,49.3122,0.0847305
6352,-0.01,49.35,49.4152,49.387,49.3053,0.787545,49.4347,49.3123,0.0847305
6353,0,49.37,49.4187,49.3904,49.3055,0.789796,49.4347,49.3132,0.0647305
6354,0,49.37,49.4187,49.3904,49.3058,0.789796,49.4382,49.3168,0.0681943
6355,0,49.37,49.4187,49.3904,49.306,0.789796,49.4382,49.317,0.0681943
6356,-0.01,49.35,49.4152,49.3869,49.3062,0.787545,49.4382,49.3166,0.0881943
6357,0,49.35,49.4187,49.3903,49.3064,0.787545,49.4347,49.3134,0.0847267
6358,-0.01,49.35,49.4152,49.3869,49.3065,0.787545,49.4382,49.3169,0.0881943
6359,-0.01,49.35,49.4152,49.3869,49.3067,0.787545,49.4347,49.3137,0.0847267
6360,-0.01,49.36,49.4152,49.3868,49.3069,0.78867,49.4347,49.3142,0.0747229
6361,-0.03,49.32,49.4083,49.3799,49.3069,0.784181,49.4347,49.313,0.114723
6362,0,49.35,49.4187,49.3902,49.3071,0.787545,49.4278,49.3074,0.0777878
6363,-0.01,49.36,49.4152,49.3868,49.3073,0.78867,49.4382,49.3179,0.0781828
6364,-0.03,49.32,49.4083,49.3799,49.3073,0.784181,49.4347,49.3134,0.114715
6365,-0.03,49.32,49.4083,49.3798,49.3074,0.784181,49.4278,49.3067,0.10778
6366,-0.01,49.35,49.4152,49.3867,49.3076,0.787545,49.4278,49.3078,0.0777763
6367,0,49.38,49.4187,49.3901,49.3078,0.790925,49.4347,49.3157,0.0547038
6368,-0.01,49.36,49.4152,49.3867,49.308,0.78867,49.4382,49.3187,0.0781676
6369,-0.01,49.35,49.4152,49.3867,49.3082,0.787545,49.4347,49.3152,0.0847038
6370,0,49.37,49.4187,49.3901,49.3084,0.789796,49.4347,49.316,0.0647
6371,-0.01,49.35,49.4152,49.3866,49.3086,0.787545,49.4382,49.3189,0.0881676
6372,-0.01,49.35,49.4152,49.3866,49.3087,0.787545,49.4347,49.3157,0.0847
6373,-0.01,49.36,49.4152,49.3866,49.3089,0.78867,49.4347,49.3162,0.0746962
6374,0,49.38,49.4186,49.3901,49.3092,0.790925,49.4347,49.317,0.0546962
6375,-0.01,49.35,49.4152,49.3866,49.3094,0.787545,49.4382,49.3197,0.0881599
6376,0,49.37,49.4186,49.39,49.3096,0.789796,49.4347,49.3171,0.0646924
6377,-0.01,49.36,49.4152,49.3866,49.3098,0.78867,49.4382,49.3204,0.0781599
6378,0.01,49.37,49.4221,49.3934,49.31,0.789796,49.4347,49.3175,0.0646924
6379,0,49.38,49.4186,49.39,49.3103,0.790925,49.4416,49.3248,0.0616237
6380,-0.01,49.36,49.4152,49.3865,49.3104,0.78867,49.4382,49.321,0.0781599
6381,-0.03,49.32,49.4083,49.3796,49.3105,0.784181,49.4347,49.3165,0.114692
6382,-0.01,49.35,49.4152,49.3865,49.3106,0.787545,49.4278,49.3108,0.0777573
6383,0.01,49.37,49.4221,49.3934,49.3109,0.789796,49.4347,49.3184,0.0646848
6384,0.01,49.38,49.4221,49.3934,49.3111,0.790925,49.4416,49.3256,0.0616199
6385,-0.01,49.36,49.4152,49.3865,49.3113,0.78867,49.4416,49.3252,0.0816199
6386,-0.01,49.35,49.4152,49.3864,49.3114,0.787545,49.4347,49.3183,0.0846886
6387,-0.03,49.32,49.4083,49.3795,49.3114,0.784181,49.4347,49.3174,0.114685
6388,-0.01,49.35,49.4152,49.3864,49.3116,0.787545,49.4277,49.3117,0.0777496
6389,-0.01,49.35,49.4152,49.3864,49.3117,0.787545,49.4347,49.3186,0.0846809
6390,-0.03,49.35,49.4083,49.3795,49.3119,0.787545,49.4347,49.3187,0.0846771
6391,0,49.37,49.4186,49.3898,49.3121,0.789796,49.4277,49.3129,0.057742
6392,-0.01,49.35,49.4152,49.3863,49.3123,0.787545,49.4381,49.3225,0.0881371
6393,-0.01,49.35,49.4152,49.3863,49.3124,0.787545,49.4347,49.3192,0.0846695
6394,-0.01,49.35,49.4152,49.3863,49.3125,0.787545,49.4347,49.3194,0.0846695
6395,-0.01,49.36,49.4152,49.3863,49.3127,0.78867,49.4347,49.3199,0.0746695
6396,0,49.35,49.4186,49.3897,49.3128,0.787545,49.4347,49.3197,0.0846657
6397,-0.01,49.35,49.4152,49.3863,49.313,0.787545,49.4381,49.3232,0.0881332
6398,0,49.36,49.4186,49.3897,49.3132,0.78867,49.4347,49.3203,0.0746657
6399,0.01,49.38,49.4221,49.3931,49.3134,0.790925,49.4381,49.3245,0.0581294
6400,-0.01,49.35,49.4152,49.3862,49.3135,0.787545,49.4416,49.3271,0.091597
6401,-0.01,49.36,49.4152,49.3862,49.3137,0.78867,49.4347,49.3208,0.0746657
6402,-0.01,49.36,49.4152,49.3862,49.3139,0.78867,49.4347,49.321,0.0746619
6403,-0.01,49.35,49.4152,49.3862,49.314,0.787545,49.4347,49.3208,0.0846619
6404,-0.01,49.35,49.4152,49.3862,49.3141,0.787545,49.4347,49.3209,0.084658
6405,-0.01,49.35,49.4152,49.3861,49.3143,0.787545,49.4347,49.3211,0.084658
6406,0,49.38,49.4186,49.3896,49.3145,0.790925,49.4347,49.3222,0.0546581
6407,-0.01,49.35,49.4152,49.3861,49.3146,0.787545,49.4381,49.3248,0.0881218
6408,0,49.38,49.4186,49.3896,49.3149,0.790925,49.4347,49.3226,0.0546542
6409,-0.01,49.36,49.4152,49.3861,49.315,0.78867,49.4381,49.3255,0.0781218
6410,-0.01,49.36,49.4152,49.3861,49.3152,0.78867,49.4347,49.3223,0.0746542
6411,0,49.37,49.4186,49.3895,49.3154,0.789796,49.4347,49.3228,0.0646504
6412,-0.01,49.36,49.4152,49.3861,49.3156,0.78867,49.4381,49.326,0.078118
6413,-0.01,49.36,49.4152,49.3861,49.3158,0.78867,49.4347,49.3228,0.0746504
6414,-0.01,49.36,49.4152,49.386,49.3159,0.78867,49.4346,49.323,0.0746466
6415,0,49.38,49.4186,49.3895,49.3162,0.790925,49.4346,49.3238,0.0546466
6416,0,49.35,49.4186,49.3895,49.3163,0.787545,49.4381,49.3264,0.0881104
6417,-0.01,49.35,49.4152,49.386,49.3164,0.787545,49.4381,49.3265,0.0881104
6418,-0.01,49.36,49.4152,49.386,49.3166,0.78867,49.4346,49.3236,0.0746466
6419,-0.01,49.35,49.4152,49.386,49.3167,0.787545,49.4346,49.3234,0.0846428
6420,0,49.38,49.4186,49.3894,49.3169,0.790925,49.4346,49.3245,0.0546428
6421,-0.01,49.37,49.4151,49.386,49.3171,0.789796,49.4381,49.3278,0.0681065
6422,-0.01,49.35,49.4151,49.3859,49.3172,0.787545,49.4346,49.3239,0.084639
6423,-0.01,49.36,49.4151,49.3859,49.3174,0.78867,49.4346,49.3244,0.074639
6424,-0.01,49.36,49.4151,49.3859,49.3176,0.78867,49.4346,49.3246,0.0746352
6425,0,49.37,49.4186,49.3893,49.3178,0.789796,49.4346,49.325,0.0646352
6426,-0.01,49.35,49.4151,49.3859,49.3179,0.787545,49.4381,49.3279,0.0880989
6427,0,49.35,49.4186,49.3893,49.318,0.787545,49.4346,49.3247,0.0846313
6428,0.01,49.38,49.422,49.3928,49.3182,0.790925,49.4381,49.3291,0.0580989
6429,-0.01,49.32,49.4151,49.3858,49.3182,0.784181,49.4416,49.3307,0.121566
6430,0,49.36,49.4186,49.3893,49.3183,0.78867,49.4346,49.3253,0.0746313
6431,0.01,49.37,49.422,49.3927,49.3185,0.789796,49.4381,49.3291,0.0680989
6432,0,49.35,49.4186,49.3892,49.3186,0.787545,49.4416,49.332,0.0915665
6433,0,49.36,49.4186,49.3892,49.3187,0.78867,49.4381,49.3291,0.0780989
6434,0.01,49.38,49.422,49.3927,49.3189,0.790925,49.4381,49.3299,0.0580989
6435,-0.01,49.34,49.4151,49.3858,49.319,0.786422,49.4416,49.3321,0.101566
6436,-0.01,49.35,49.4151,49.3857,49.3191,0.787545,49.4346,49.3258,0.0846352
6437,0,49.36,49.4186,49.3892,49.3192,0.78867,49.4346,49.3262,0.0746313
6438,-0.01,49.36,49.4151,49.3857,49.3194,0.78867,49.4381,49.3297,0.0780989
6439,-0.01,49.36,49.4151,49.3857,49.3195,0.78867,49.4346,49.3265,0.0746313
6440,0,49.36,49.4186,49.3891,49.3197,0.78867,49.4346,49.3266,0.0746313
6441,0,49.38,49.4186,49.3891,49.3199,0.790925,49.4381,49.3308,0.0580951
6442,-0.01,49.35,49.4151,49.3857,49.32,0.787545,49.4381,49.33,0.0880951
6443,-0.01,49.35,49.4151,49.3856,49.3201,0.787545,49.4346,49.3267,0.0846275
6444,0.01,49.38,49.422,49.3925,49.3203,0.790925,49.4346,49.3279,0.0546275
6445,0,49.36,49.4186,49.3891,49.3205,0.78867,49.4416,49.3341,0.0815588
6446,-0.01,49.37,49.4151,49.3856,49.3206,0.789796,49.4381,49.3312,0.0680951
6447,-0.01,49.36,49.4151,49.3856,49.3208,0.78867,49.4346,49.3277,0.0746275
6448,-0.01,49.36,49.4151,49.3856,49.3209,0.78867,49.4346,49.3278,0.0746237
6449,-0.03,49.34,49.4082,49.3787,49.321,0.786422,49.4346,49.3273,0.0946237
6450,-0.01,49.36,49.4151,49.3856,49.3212,0.78867,49.4277,49.3213,0.0676886
6451,0,49.38,49.4186,49.389,49.3214,0.790925,49.4346,49.3289,0.0546161
6452,0,49.37,49.4186,49.389,49.3216,0.789796,49.4381,49.3321,0.0680837
6453,-0.03,49.34,49.4082,49.3786,49.3216,0.786422,49.4381,49.3313,0.0980836
6454,-0.01,49.36,49.4151,49.3855,49.3218,0.78867,49.4277,49.3219,0.067681
6455,-0.01,49.36,49.4151,49.3855,49.3219,0.78867,49.4346,49.3288,0.0746085
6456,-0.01,49.36,49.4151,49.3855,49.322,0.78867,49.4346,49.3289,0.0746085
6457,0,49.38,49.4186,49.3889,49.3223,0.790925,49.4346,49.3297,0.0546085
6458,-0.01,49.36,49.4151,49.3855,49.3224,0.78867,49.4381,49.3326,0.0780722
6459,-0.01,49.36,49.4151,49.3855,49.3225,0.78867,49.4346,49.3294,0.0746046
6460,0,49.38,49.4186,49.3889,49.3228,0.790925,49.4346,49.3302,0.0546046
6461,-0.01,49.37,49.4151,49.3854,49.3229,0.789796,49.4381,49.3334,0.0680684
6462,-0.01,49.36,49.4151,49.3854,49.3231,0.78867,49.4346,49.3299,0.0746008
6463,-0.03,49.34,49.4082,49.3785,49.3231,0.786422,49.4346,49.3294,0.0946008
6464,-0.01,49.36,49.4151,49.3854,49.3233,0.78867,49.4277,49.3234,0.0676657
6465,0,49.38,49.4186,49.3888,49.3235,0.790925,49.4346,49.3309,0.0545932
6466,-0.01,49.36,49.4151,49.3854,49.3236,0.78867,49.4381,49.3338,0.0780608
6467,-0.01,49.36,49.4151,49.3854,49.3237,0.78867,49.4346,49.3306,0.0745932
6468,-0.01,49.36,49.4151,49.3854,49.3239,0.78867,49.4346,49.3307,0.0745894
6469,-0.01,49.36,49.4151,49.3853,49.324,0.78867,49.4346,49.3308,0.0745894
6470,0,49.38,49.4185,49.3888,49.3242,0.790925,49.4346,49.3316,0.0545856
6471,-0.01,49.35,49.4151,49.3853,49.3243,0.787545,49.4381,49.3342,0.0880531
6472,-0.01,49.36,49.4151,49.3853,49.3244,0.78867,49.4346,49.3312,0.0745856
6473,0,49.37,49.4185,49.3887,49.3246,0.789796,49.4346,49.3317,0.0645856
6474,-0.01,49.36,49.4151,49.3853,49.3247,0.78867,49.438,49.3349,0.0780493
6475,-0.01,49.36,49.4151,49.3853,49.3248,0.78867,49.4346,49.3316,0.0745818
6476,-0.01,49.36,49.4151,49.3853,49.325,0.78867,49.4346,49.3318,0.0745818
6477,-0.01,49.36,49.4151,49.3853,49.3251,0.78867,49.4346,49.3319,0.0745779
6478,-0.01,49.36,49.4151,49.3852,49.3252,0.78867,49.4346,49.332,0.0745779
6479,0,49.38,49.4185,49.3887,49.3254,0.790925,49.4346,49.3328,0.0545741
6480,-0.01,49.36,49.4151,49.3852,49.3255,0.78867,49.438,49.3357,0.0780417
6481,-0.01,49.36,49.4151,49.3852,49.3257,0.78867,49.4346,49.3324,0.0745741
6482,-0.01,49.36,49.4151,49.3852,49.3258,0.78867,49.4346,49.3326,0.0745703
6483,0,49.36,49.4185,49.3886,49.3259,0.78867,49.4346,49.3327,0.0745703
6484,-0.01,49.36,49.4151,49.3852,49.326,0.78867,49.438,49.3361,0.0780341
6485,-0.01,49.35,49.4151,49.3852,49.3261,0.787545,49.4346,49.3326,0.0845703
6486,-0.01,49.36,49.4151,49.3851,49.3262,0.78867,49.4346,49.333,0.0745665
6487,-0.03,49.34,49.4082,49.3782,49.3263,0.786422,49.4346,49.3324,0.0945665
6488,-0.01,49.36,49.4151,49.3851,49.3264,0.78867,49.4276,49.3264,0.0676314
6489,-0.01,49.36,49.4151,49.3851,49.3265,0.78867,49.4346,49.3333,0.0745589
6490,-0.03,49.34,49.4082,49.3782,49.3266,0.786422,49.4346,49.3327,0.0945589
6491,-0.01,49.36,49.4151,49.3851,49.3267,0.78867,49.4276,49.3267,0.0676237
6492,-0.01,49.36,49.4151,49.385,49.3268,0.78867,49.4346,49.3336,0.0745512
6493,0,49.38,49.4185,49.3885,49.327,0.790925,49.4346,49.3343,0.0545512
6494,0,49.38,49.4185,49.3885,49.3272,0.790925,49.438,49.3379,0.058015
6495,-0.01,49.36,49.4151,49.385,49.3273,0.78867,49.438,49.3374,0.078015
6496,-0.01,49.36,49.4151,49.385,49.3274,0.78867,49.4345,49.3342,0.0745474
6497,0,49.38,49.4185,49.3885,49.3276,0.790925,49.4345,49.3349,0.0545474
6498,-0.01,49.36,49.4151,49.385,49.3277,0.78867,49.438,49.3378,0.0780112
6499,-0.01,49.36,49.4151,49.385,49.3279,0.78867,49.4345,49.3346,0.0745436
6500,-0.01,49.36,49.4151,49.385,49.328,0.78867,49.4345,49.3347,0.0745436
6501,-0.01,49.36,49.4151,49.385,49.3281,0.78867,49.4345,49.3348,0.0745398
6502,0,49.38,49.4185,49.3884,49.3283,0.790925,49.4345,49.3356,0.0545398
6503,0,49.38,49.4185,49.3884,49.3285,0.790925,49.438,49.3391,0.0580035
6504,-0.01,49.36,49.4151,49.3849,49.3286,0.78867,49.438,49.3386,0.0780035
6505,-0.01,49.36,49.4151,49.3849,49.3287,0.78867,49.4345,49.3354,0.074536
6506,0,49.4,49.4185,49.3884,49.329,0.793187,49.4345,49.3368,0.034536
6507,0,49.4,49.4185,49.3884,49.3292,0.793187,49.438,49.3404,0.0379997
6508,-0.01,49.36,49.4151,49.3849,49.3293,0.78867,49.438,49.3394,0.0779997
6509,-0.01,49.36,49.4151,49.3849,49.3294,0.78867,49.4345,49.3361,0.074536
6510,-0.01,49.36,49.415,49.3849,49.3295,0.78867,49.4345,49.3362,0.0745322
6511,-0.01,49.36,49.415,49.3849,49.3296,0.78867,49.4345,49.3363,0.0745322
6512,-0.01,49.36,49.415,49.3849,49.3297,0.78867,49.4345,49.3364,0.0745284
6513,-0.01,49.37,49.415,49.3849,49.3299,0.789796,49.4345,49.3368,0.0645284
6514,-0.01,49.36,49.415,49.3849,49.33,0.78867,49.4345,49.3367,0.0745245
6515,-0.01,49.36,49.415,49.3848,49.3301,0.78867,49.4345,49.3368,0.0745245
6516,-0.01,49.36,49.415,49.3848,49.3302,0.78867,49.4345,49.3369,0.0745245
6517,0,49.38,49.4185,49.3883,49.3304,0.790925,49.4345,49.3376,0.0545207
6518,-0.01,49.36,49.415,49.3848,49.3305,0.78867,49.438,49.3405,0.0779883
6519,-0.01,49.37,49.415,49.3848,49.3306,0.789796,49.4345,49.3376,0.0645207
6520,-0.01,49.37,49.415,49.3848,49.3308,0.789796,49.4345,49.3377,0.0645169
6521,0,49.36,49.4185,49.3882,49.3309,0.78867,49.4345,49.3375,0.0745169
6522,-0.01,49.36,49.415,49.3848,49.331,0.78867,49.438,49.341,0.0779807
6523,0,49.38,49.4185,49.3882,49.3312,0.790925,49.4345,49.3384,0.0545131
6524,0,49.36,49.4185,49.3882,49.3312,0.78867,49.438,49.3412,0.0779807
6525,-0.01,49.37,49.415,49.3847,49.3314,0.789796,49.438,49.3416,0.0679807
6526,-0.01,49.37,49.415,49.3847,49.3315,0.789796,49.4345,49.3384,0.0645131
6527,0,49.4,49.4185,49.3882,49.3318,0.793187,49.4345,49.3396,0.0345131
6528,0,49.37,49.4185,49.3882,49.3319,0.789796,49.438,49.3422,0.0679768
