N,I_Real,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear
3694,0,50.31,50.2637,50.2839,50.2629,0.900013,50.2964,50.2713,0.0135904
3695,0,50.28,50.2637,50.2839,50.2629,0.896466,50.2999,50.2738,0.0198734
3696,-0.01,50.3,50.2603,50.2804,50.263,0.898831,50.2999,50.2745,0.000126648
3697,-15.1,48.25,45.0587,45.0801,50.2545,0.680025,50.2964,50.202,2.04641
3698,-15.08,47.53,45.0632,45.0857,50.2627,0.636829,45.0651,45.1148,2.46488
3699,-15.09,47.27,45.0574,45.0808,50.2697,0.628674,45.0697,45.1207,2.20031
3700,-15.1,47.1,45.0516,45.0759,50.2761,0.625819,45.0639,45.1184,2.03613
3701,-15.1,47.03,45.0493,45.0743,50.2821,0.625247,45.058,45.1189,1.97196
3702,-15.1,46.97,45.047,45.0728,50.2878,0.625047,45.0557,45.1227,1.91431
3703,-15.1,46.95,45.0446,45.0712,50.2935,0.62504,45.0533,45.1276,1.89667
3704,-15.09,46.96,45.0457,45.0731,50.2991,0.62504,45.051,45.1334,1.90903
3705,-15.1,46.91,45.0399,45.0681,50.3046,0.625119,45.0521,45.1405,1.85793
3706,-15.1,46.89,45.0376,45.0665,50.3099,0.625205,45.0462,45.1418,1.84375
3707,-0.01,48.96,50.2369,50.2653,50.324,0.745293,45.0439,45.217,3.91611
3708,-0.01,49.21,50.2369,50.2648,50.3192,0.771992,50.2728,50.2934,1.06281
3709,-0.01,49.35,50.2369,50.2644,50.3151,0.787545,50.2728,50.2935,0.922812
3710,-0.01,49.43,50.2369,50.2641,50.3113,0.796592,50.2728,50.2922,0.842808
3711,-0.01,49.51,50.2369,50.2638,50.3078,0.80574,50.2728,50.2912,0.762808
3712,-0.01,49.55,50.2369,50.2635,50.3046,0.810348,50.2728,50.2893,0.722804
3713,-0.01,49.6,50.2369,50.2632,50.3016,0.816137,50.2728,50.2878,0.672804
3714,-0.03,49.6,50.23,50.256,50.2985,0.816137,50.2728,50.2849,0.672804
3715,-0.01,49.66,50.2369,50.2627,50.2958,0.823121,50.2659,50.2773,0.605865
3716,-0.01,49.69,50.2369,50.2624,50.2932,0.826627,50.2728,50.2824,0.582797
3717,-0.01,49.72,50.2369,50.2622,50.2908,0.830142,50.2728,50.2809,0.552793
3718,-0.01,49.73,50.2369,50.262,50.2884,0.831315,50.2728,50.2788,0.542793
3719,-0.01,49.75,50.2369,50.2618,50.286,0.833664,50.2728,50.2772,0.522793
3720,-0.01,49.78,50.2369,50.2616,50.2839,0.837194,50.2728,50.276,0.492789
3721,-0.01,49.79,50.2369,50.2614,50.2817,0.838372,50.2728,50.2742,0.482789
3722,-0.01,49.79,50.2369,50.2612,50.2796,0.838372,50.2728,50.2721,0.482785
3723,-0.01,49.81,50.2369,50.261,50.2776,0.84073,50.2728,50.2708,0.462785
3724,-0.01,49.82,50.2369,50.2608,50.2756,0.84191,50.2728,50.2692,0.452785
3725,-0.01,49.84,50.2369,50.2606,50.2737,0.844272,50.2728,50.2679,0.432781
3726,0.01,49.86,50.2437,50.2673,50.272,0.846636,50.2728,50.2668,0.412781
3727,-0.01,49.85,50.2369,50.2603,50.2701,0.845453,50.2797,50.2714,0.429713
3728,-0.01,49.87,50.2369,50.2601,50.2684,0.847819,50.2728,50.2636,0.402781
3729,0,49.9,50.2403,50.2634,50.2668,0.85137,50.2728,50.263,0.372778
3730,-0.01,49.88,50.2369,50.2598,50.2651,0.849002,50.2762,50.2641,0.396245
3731,0,49.88,50.2403,50.2631,50.2635,0.849002,50.2728,50.2591,0.392778
3732,-0.01,49.89,50.2369,50.2595,50.2618,0.850186,50.2762,50.2612,0.386241
3733,-0.01,49.89,50.2369,50.2593,50.2602,0.850186,50.2728,50.2563,0.382778
3734,-0.01,49.91,50.2368,50.2592,50.2587,0.852555,50.2728,50.2554,0.362774
3735,0.01,49.95,50.2437,50.2659,50.2574,0.857297,50.2728,50.2553,0.322774
3736,-0.01,49.92,50.2368,50.2589,50.2559,0.85374,50.2797,50.2597,0.359705
3737,0,49.95,50.2403,50.2622,50.2546,0.857297,50.2728,50.2526,0.322774
3738,-0.01,49.92,50.2368,50.2586,50.2531,0.85374,50.2762,50.2536,0.356238
3739,-0.01,49.94,50.2368,50.2585,50.2518,0.856111,50.2728,50.2495,0.33277
3740,-0.01,49.94,50.2368,50.2584,50.2504,0.856111,50.2728,50.2482,0.33277
3741,-0.01,49.94,50.2368,50.2582,50.2491,0.856111,50.2728,50.2469,0.332766
3742,-0.01,49.95,50.2368,50.2581,50.2478,0.857297,50.2728,50.2459,0.322766
3743,-0.01,49.95,50.2368,50.258,50.2465,0.857297,50.2728,50.2447,0.322766
3744,0,49.95,50.2403,50.2613,50.2452,0.857297,50.2728,50.2434,0.322762
3745,-0.01,49.95,50.2368,50.2577,50.2439,0.857297,50.2762,50.2455,0.32623
3746,0,49.99,50.2403,50.261,50.2428,0.862045,50.2728,50.2423,0.282762
3747,-0.01,49.97,50.2368,50.2575,50.2416,0.859671,50.2762,50.2439,0.306226
3748,-0.01,49.97,50.2368,50.2574,50.2404,0.859671,50.2728,50.2394,0.302758
3749,-0.03,49.98,50.2299,50.2503,50.2393,0.860858,50.2728,50.2386,0.292758
3750,15.86,54.65,55.7073,55.7273,50.2579,1.02573,50.2658,50.3884,4.38418
3751,15.85,55.29,55.7063,55.7261,50.2584,0.914146,55.7744,55.7507,0.484437
3752,15.81,55.99,55.695,55.7149,50.2618,0.732109,55.7734,55.7715,0.216551
3753,15.83,56.76,55.7044,55.7247,50.2685,0.449752,55.7621,55.7874,0.997942
3754,15.85,57.49,55.7137,55.7348,50.2783,0.0928133,55.7715,55.8252,1.71854
3755,15.86,58.14,55.7196,55.7417,50.2907,-0.305973,55.7809,55.8634,2.35913
3756,15.85,58.78,55.7186,55.7419,50.3059,-0.779936,55.7868,55.9005,2.99319
3757,-0.01,54.2,50.254,50.279,50.3015,1.07639,55.7858,55.7569,1.58582
3758,-0.03,53.72,50.2471,50.2735,50.316,1.10799,50.2901,50.4241,3.42992
3759,0,53.44,50.2575,50.2852,50.3293,1.11677,50.2831,50.4221,3.15685
3760,-0.01,53.15,50.254,50.2829,50.3412,1.11908,50.2935,50.4352,2.85646
3761,-0.01,52.93,50.254,50.284,50.3522,1.11658,50.2901,50.436,2.63992
3762,-0.03,52.71,50.2471,50.2781,50.3623,1.11071,50.2901,50.4393,2.41992
3763,-0.03,52.56,50.2471,50.2791,50.3717,1.1049,50.2831,50.4372,2.27686
3764,-0.01,52.45,50.254,50.2869,50.3806,1.09977,50.2831,50.4426,2.16687
3765,-0.03,52.31,50.2471,50.2808,50.3888,1.09223,50.2901,50.4532,2.01993
3766,0,52.24,50.2574,50.292,50.3967,1.08805,50.2831,50.4521,1.95687
3767,-0.01,52.11,50.254,50.2893,50.404,1.07961,50.2935,50.4655,1.81647
3768,0,52.04,50.2574,50.2935,50.411,1.07472,50.2901,50.4668,1.74994
3769,0,51.97,50.2574,50.2942,50.4177,1.06959,50.2935,50.4746,1.67647
3770,-0.01,51.87,50.254,50.2914,50.4239,1.06186,50.2935,50.4776,1.57647
3771,-0.01,51.8,50.254,50.292,50.4298,1.0562,50.2901,50.4779,1.50994
3772,-0.01,51.74,50.254,50.2926,50.4354,1.05117,50.2901,50.4816,1.44995
3773,0,51.68,50.2574,50.2966,50.4407,1.04601,50.2901,50.485,1.38995
3774,-0.01,51.63,50.254,50.2937,50.4458,1.04159,50.2935,50.4918,1.33648
3775,0.01,51.6,50.2609,50.3012,50.4508,1.0389,50.2901,50.4924,1.30995
3776,0,51.57,50.2574,50.2983,50.4556,1.03617,50.297,50.5029,1.27301
3777,0,51.51,50.2574,50.2988,50.4601,1.03061,50.2935,50.5021,1.21648
3778,0.01,51.49,50.2609,50.3027,50.4645,1.02873,50.2935,50.5058,1.19648
3779,-0.01,51.41,50.254,50.2963,50.4685,1.02107,50.297,50.5107,1.11301
3780,-0.01,51.38,50.254,50.2967,50.4725,1.01815,50.2901,50.5069,1.08995
3781,-0.01,51.35,50.254,50.2972,50.4762,1.01519,50.2901,50.5097,1.05995
3782,0,51.35,50.2574,50.3011,50.48,1.01519,50.2901,50.5133,1.05995
3783,-0.01,51.29,50.254,50.298,50.4835,1.0092,50.2935,50.5183,0.996486
3784,0,51.26,50.2574,50.3019,50.4868,1.00617,50.2901,50.5173,0.969949
3785,0,51.25,50.2574,50.3023,50.4901,1.00515,50.2935,50.5235,0.956486
3786,-0.01,51.22,50.254,50.2992,50.4932,1.00208,50.2935,50.5257,0.926486
3787,-0.01,51.2,50.254,50.2996,50.4963,1.00001,50.29,50.5247,0.909953
3788,-0.01,51.17,50.254,50.2999,50.4992,0.996902,50.29,50.5266,0.879953
3789,0,51.18,50.2574,50.3038,50.5021,0.997942,50.29,50.5297,0.889957
3790,0,51.15,50.2574,50.3041,50.5049,0.994813,50.2935,50.5349,0.85649
3791,-0.03,51.09,50.2471,50.2941,50.5074,0.988485,50.2935,50.5355,0.79649
3792,0,51.1,50.2574,50.3048,50.5099,0.989546,50.2831,50.5282,0.816892
3793,0,51.07,50.2574,50.3051,50.5123,0.986356,50.2935,50.5398,0.776493
3794,-0.01,51.05,50.254,50.302,50.5146,0.984217,50.2935,50.5414,0.756493
3795,0,51.04,50.2574,50.3057,50.5169,0.983143,50.29,50.5399,0.749961
3796,0,51.06,50.2574,50.306,50.5192,0.985287,50.2935,50.5461,0.766497
3797,-0.01,51.01,50.254,50.3029,50.5213,0.97991,50.2935,50.5467,0.716497
3798,-0.03,50.97,50.2471,50.2963,50.5232,0.975566,50.29,50.544,0.679965
3799,0,50.98,50.2574,50.3069,50.5252,0.976655,50.2831,50.5395,0.6969
3800,-0.01,50.98,50.254,50.3037,50.5272,0.976655,50.2935,50.5515,0.686501
3801,-0.01,50.96,50.254,50.304,50.529,0.974475,50.29,50.5493,0.669969
3802,0,50.95,50.2574,50.3077,50.5308,0.973381,50.29,50.5508,0.659972
3803,-0.01,50.95,50.254,50.3045,50.5326,0.973381,50.2935,50.5559,0.656505
3804,0.01,50.96,50.2609,50.3117,50.5345,0.974475,50.29,50.5546,0.669972
3805,-0.01,50.92,50.254,50.305,50.5361,0.970088,50.297,50.5617,0.623041
3806,0,50.91,50.2574,50.3087,50.5377,0.968986,50.29,50.5562,0.619972
3807,-0.01,50.91,50.254,50.3055,50.5393,0.968986,50.2935,50.5611,0.616509
3808,-0.01,50.89,50.254,50.3058,50.5408,0.966776,50.29,50.5586,0.599976
3809,0,50.9,50.2574,50.3095,50.5423,0.967882,50.29,50.5604,0.609976
3810,0.01,50.89,50.2608,50.3132,50.5438,0.966776,50.2935,50.5649,0.596512
3811,-0.01,50.85,50.254,50.3065,50.5451,0.962332,50.297,50.5683,0.553045
3812,0.01,50.87,50.2608,50.3136,50.5464,0.964558,50.29,50.5635,0.579976
3813,-0.01,50.85,50.254,50.307,50.5477,0.962332,50.297,50.5709,0.553045
3814,-0.01,50.83,50.254,50.3072,50.5489,0.960099,50.29,50.5647,0.539976
3815,-0.01,50.83,50.254,50.3074,50.5501,0.960099,50.29,50.5659,0.539976
3816,-0.01,50.8,50.254,50.3076,50.5512,0.956735,50.29,50.566,0.50998
3817,0,50.84,50.2574,50.3113,50.5524,0.961217,50.29,50.5684,0.54998
3818,-0.01,50.8,50.254,50.308,50.5534,0.956735,50.2935,50.5716,0.506516
3819,-0.01,50.8,50.254,50.3082,50.5545,0.956735,50.29,50.5693,0.509984
3820,0,50.81,50.2574,50.3119,50.5556,0.957858,50.29,50.5706,0.519984
3821,-0.01,50.79,50.254,50.3086,50.5565,0.95561,50.2935,50.5743,0.49652
3822,-0.01,50.77,50.2539,50.3088,50.5574,0.953355,50.29,50.5712,0.479984
3823,-0.01,50.77,50.2539,50.309,50.5583,0.953355,50.29,50.5721,0.479988
3824,-0.01,50.77,50.2539,50.3092,50.5592,0.953355,50.29,50.573,0.479988
3825,0,50.78,50.2574,50.3129,50.5602,0.954484,50.29,50.5742,0.489991
3826,0,50.74,50.2574,50.313,50.5609,0.94996,50.2935,50.5771,0.446524
3827,0,50.77,50.2574,50.3132,50.5618,0.953355,50.2935,50.5788,0.476524
3828,0,50.74,50.2574,50.3134,50.5625,0.94996,50.2935,50.5786,0.446524
3829,0,50.75,50.2574,50.3136,50.5633,0.951094,50.2935,50.5797,0.456524
3830,0,50.73,50.2574,50.3138,50.564,0.948825,50.2935,50.5797,0.436524
3831,0,50.73,50.2574,50.3139,50.5646,0.948825,50.2935,50.5804,0.436524
3832,0,50.71,50.2574,50.3141,50.5652,0.946551,50.2935,50.5804,0.416524
3833,0,50.7,50.2574,50.3143,50.5658,0.945411,50.2935,50.5806,0.406524
3834,0.01,50.72,50.2608,50.3179,50.5664,0.947689,50.2935,50.5818,0.426524
3835,0,50.7,50.2574,50.3146,50.5669,0.945411,50.2969,50.5851,0.403056
3836,0,50.7,50.2574,50.3148,50.5675,0.945411,50.2935,50.5822,0.406524
3837,0.01,50.72,50.2608,50.3184,50.5681,0.947689,50.2935,50.5834,0.426524
3838,0.01,50.72,50.2608,50.3185,50.5687,0.947689,50.2969,50.5874,0.423056
3839,0.01,50.71,50.2608,50.3187,50.5692,0.946551,50.2969,50.5876,0.413056
3840,-0.01,50.68,50.254,50.312,50.5697,0.943127,50.2969,50.5871,0.383053
3841,0,50.67,50.2574,50.3156,50.5701,0.941983,50.29,50.5805,0.379984
3842,0,50.67,50.2574,50.3157,50.5705,0.941983,50.2935,50.5842,0.37652
3843,-0.01,50.65,50.2539,50.3124,50.5708,0.93969,50.2935,50.5839,0.35652
3844,0,50.67,50.2574,50.316,50.5712,0.941983,50.29,50.5816,0.379988
3845,0,50.65,50.2574,50.3161,50.5715,0.93969,50.2935,50.5846,0.35652
3846,0.01,50.68,50.2608,50.3197,50.5719,0.943127,50.2935,50.5859,0.38652
3847,-0.01,50.65,50.2539,50.313,50.5722,0.93969,50.2969,50.5887,0.353056
3848,0,50.64,50.2574,50.3166,50.5724,0.938542,50.29,50.5819,0.349988
3849,0.01,50.66,50.2608,50.3202,50.5728,0.940837,50.2935,50.5862,0.36652
3850,0,50.66,50.2574,50.3169,50.5731,0.940837,50.2969,50.5898,0.363056
3851,-0.01,50.64,50.2539,50.3135,50.5733,0.938542,50.2935,50.5861,0.34652
3852,0,50.66,50.2574,50.3171,50.5737,0.940837,50.29,50.5837,0.369988
3853,0,50.62,50.2574,50.3173,50.5738,0.936241,50.2935,50.586,0.32652
3854,0,50.62,50.2574,50.3174,50.574,0.936241,50.2935,50.5862,0.32652
3855,0,50.62,50.2574,50.3175,50.5741,0.936241,50.2935,50.5863,0.32652
3856,0,50.62,50.2574,50.3176,50.5743,0.936241,50.2935,50.5865,0.32652
3857,-0.01,50.61,50.2539,50.3143,50.5744,0.935088,50.2935,50.5863,0.31652
3858,-0.01,50.61,50.2539,50.3144,50.5745,0.935088,50.29,50.583,0.319988
3859,-0.01,50.61,50.2539,50.3146,50.5746,0.935088,50.29,50.5831,0.319991
3860,-0.01,50.61,50.2539,50.3147,50.5747,0.935088,50.29,50.5832,0.319991
3861,-0.03,50.57,50.247,50.3079,50.5747,0.930465,50.29,50.582,0.279991
3862,-0.01,50.59,50.2539,50.3149,50.5747,0.932779,50.2831,50.5759,0.306927
3863,-0.01,50.59,50.2539,50.315,50.5748,0.932779,50.29,50.5827,0.299999
3864,-0.01,50.59,50.2539,50.3151,50.5748,0.932779,50.29,50.5827,0.300003
3865,-0.01,50.59,50.2539,50.3153,50.5748,0.932779,50.29,50.5827,0.300003
3866,-0.01,50.58,50.2539,50.3154,50.5748,0.931623,50.29,50.5824,0.290003
3867,0,50.58,50.2574,50.3189,50.5748,0.931623,50.29,50.5824,0.290007
3868,0,50.58,50.2574,50.319,50.5748,0.931623,50.2935,50.5858,0.286539
3869,0,50.58,50.2574,50.3191,50.5748,0.931623,50.2935,50.5857,0.286539
3870,0,50.58,50.2574,50.3192,50.5747,0.931623,50.2935,50.5857,0.286539
3871,0,50.58,50.2574,50.3194,50.5747,0.931623,50.2935,50.5857,0.286539
3872,-0.01,50.58,50.2539,50.316,50.5747,0.931623,50.2935,50.5857,0.286539
3873,0,50.56,50.2574,50.3196,50.5746,0.929306,50.29,50.5816,0.270007
3874,0,50.56,50.2574,50.3197,50.5745,0.929306,50.2935,50.5849,0.266543
3875,0,50.56,50.2574,50.3198,50.5744,0.929306,50.2935,50.5847,0.266543
3876,0,50.56,50.2574,50.3199,50.5743,0.929306,50.2935,50.5846,0.266543
3877,0,50.56,50.2574,50.32,50.5741,0.929306,50.2935,50.5845,0.266543
3878,-0.01,50.56,50.2539,50.3166,50.574,0.929306,50.2935,50.5844,0.266543
3879,-0.01,50.56,50.2539,50.3167,50.5739,0.929306,50.29,50.581,0.270011
3880,0,50.55,50.2574,50.3203,50.5738,0.928146,50.29,50.5805,0.260011
3881,0,50.55,50.2574,50.3204,50.5736,0.928146,50.2935,50.5838,0.256547
3882,0,50.55,50.2574,50.3205,50.5735,0.928146,50.2935,50.5836,0.256547
3883,0,50.55,50.2574,50.3206,50.5733,0.928146,50.2935,50.5835,0.256547
3884,0.01,50.57,50.2608,50.3241,50.5733,0.930465,50.2935,50.584,0.276547
3885,0.01,50.57,50.2608,50.3242,50.5732,0.930465,50.2969,50.5873,0.273079
3886,0,50.53,50.2574,50.3209,50.573,0.925823,50.2969,50.5858,0.233075
3887,-0.01,50.51,50.2539,50.3175,50.5726,0.923495,50.2935,50.5816,0.216543
3888,0,50.53,50.2574,50.321,50.5724,0.925823,50.29,50.5786,0.240011
3889,0,50.53,50.2574,50.3211,50.5722,0.925823,50.2935,50.5817,0.236543
3890,0.01,50.56,50.2608,50.3247,50.5721,0.929306,50.2935,50.5825,0.266543
3891,0,50.53,50.2574,50.3213,50.5718,0.925823,50.2969,50.5848,0.233075
3892,0,50.53,50.2574,50.3214,50.5716,0.925823,50.2935,50.5812,0.236543
3893,0,50.52,50.2574,50.3215,50.5713,0.924659,50.2935,50.5806,0.226543
3894,0,50.52,50.2574,50.3216,50.5711,0.924659,50.2935,50.5803,0.226543
3895,0,50.52,50.2574,50.3216,50.5708,0.924659,50.2935,50.5801,0.226543
3896,0,50.52,50.2574,50.3217,50.5705,0.924659,50.2935,50.5798,0.226543
3897,0,50.52,50.2574,50.3218,50.5702,0.924659,50.2935,50.5796,0.226543
3898,0.01,50.54,50.2608,50.3253,50.5701,0.926985,50.2935,50.58,0.246543
3899,0,50.52,50.2574,50.322,50.5698,0.924659,50.2969,50.5825,0.223075
3900,-0.01,50.49,50.2539,50.3186,50.5694,0.921162,50.2935,50.5778,0.196539
3901,0,50.52,50.2574,50.3221,50.5691,0.924659,50.29,50.5751,0.230007
3902,0,50.5,50.2574,50.3222,50.5688,0.922329,50.2935,50.5775,0.206543
3903,0,50.5,50.2574,50.3223,50.5684,0.922329,50.2935,50.5772,0.206543
3904,-0.01,50.48,50.2539,50.3189,50.568,0.919995,50.2935,50.5762,0.186543
3905,0,50.5,50.2574,50.3224,50.5677,0.922329,50.29,50.5731,0.210011
3906,-0.01,50.49,50.2539,50.319,50.5673,0.921162,50.2935,50.5758,0.196543
3907,0,50.5,50.2574,50.3226,50.567,0.922329,50.29,50.5724,0.210011
3908,0,50.5,50.2574,50.3226,50.5666,0.922329,50.2935,50.5754,0.206547
3909,0,50.5,50.2574,50.3227,50.5663,0.922329,50.2935,50.5751,0.206547
3910,0.01,50.53,50.2608,50.3262,50.5661,0.925823,50.2935,50.5758,0.236547
3911,0,50.5,50.2574,50.3229,50.5657,0.922329,50.2969,50.5779,0.203079
3912,-0.01,50.46,50.2539,50.3195,50.5652,0.917656,50.2935,50.5729,0.166543
3913,0,50.49,50.2574,50.323,50.5649,0.921162,50.29,50.5701,0.200011
3914,0,50.49,50.2574,50.3231,50.5645,0.921162,50.2935,50.5731,0.196547
3915,0,50.49,50.2574,50.3231,50.5641,0.921162,50.2935,50.5727,0.196547
3916,0,50.49,50.2574,50.3232,50.5638,0.921162,50.2935,50.5724,0.196547
3917,0,50.49,50.2574,50.3233,50.5634,0.921162,50.2935,50.572,0.196547
3918,0,50.49,50.2574,50.3234,50.563,0.921162,50.2935,50.5716,0.196547
3919,0,50.49,50.2574,50.3234,50.5627,0.921162,50.2935,50.5713,0.196547
3920,0,50.47,50.2574,50.3235,50.5622,0.918826,50.2935,50.5703,0.176547
3921,0,50.49,50.2574,50.3236,50.5618,0.921162,50.2935,50.5705,0.196547
3922,-0.01,50.49,50.2539,50.3202,50.5615,0.921162,50.2935,50.5702,0.196547
3923,-0.01,50.49,50.2539,50.3203,50.5611,0.921162,50.29,50.5665,0.200011
3924,-0.01,50.45,50.2539,50.3203,50.5606,0.916486,50.29,50.5648,0.160014
3925,0,50.49,50.2574,50.3238,50.5603,0.921162,50.29,50.5656,0.200014
3926,-0.01,50.47,50.2539,50.3204,50.5598,0.918826,50.2934,50.568,0.176551
3927,0,50.47,50.2574,50.3239,50.5594,0.918826,50.29,50.5642,0.180018
3928,0.01,50.5,50.2608,50.3275,50.5591,0.922329,50.2934,50.5682,0.206551
3929,0,50.47,50.2574,50.3241,50.5587,0.918826,50.2969,50.5702,0.173083
3930,0,50.47,50.2574,50.3241,50.5582,0.918826,50.2934,50.5664,0.176551
3931,-0.01,50.46,50.2539,50.3208,50.5578,0.917656,50.2934,50.5657,0.166551
3932,0,50.47,50.2574,50.3243,50.5574,0.918826,50.29,50.5622,0.180018
3933,0,50.47,50.2574,50.3243,50.5569,0.918826,50.2934,50.5651,0.176551
3934,0,50.49,50.2574,50.3244,50.5566,0.921162,50.2934,50.5654,0.196551
3935,0,50.46,50.2574,50.3244,50.5561,0.917656,50.2934,50.5641,0.166551
3936,0,50.46,50.2574,50.3245,50.5557,0.917656,50.2934,50.5636,0.166551
3937,0,50.47,50.2574,50.3246,50.5552,0.918826,50.2934,50.5635,0.176551
3938,0,50.46,50.2574,50.3246,50.5548,0.917656,50.2934,50.5628,0.166551
3939,-0.01,50.43,50.2539,50.3212,50.5542,0.914142,50.2934,50.5613,0.136551
3940,0,50.47,50.2574,50.3247,50.5538,0.918826,50.29,50.5587,0.180018
3941,0,50.46,50.2574,50.3248,50.5533,0.917656,50.2934,50.5614,0.166554
3942,0.01,50.48,50.2608,50.3283,50.553,0.919995,50.2934,50.5616,0.186554
3943,-0.01,50.46,50.2539,50.3215,50.5525,0.917656,50.2969,50.5639,0.163087
3944,-0.01,50.46,50.2539,50.3215,50.5521,0.917656,50.29,50.5568,0.170018
3945,0,50.46,50.2574,50.325,50.5516,0.917656,50.29,50.5564,0.170018
3946,0.01,50.48,50.2608,50.3285,50.5513,0.919995,50.2934,50.56,0.186554
3947,0,50.46,50.2574,50.3251,50.5508,0.917656,50.2969,50.5623,0.163087
3948,-0.01,50.46,50.2539,50.3218,50.5504,0.917656,50.2934,50.5585,0.166554
3949,0,50.46,50.2574,50.3253,50.55,0.917656,50.29,50.5547,0.170018
3950,0,50.44,50.2574,50.3253,50.5495,0.915314,50.2934,50.557,0.146554
3951,0,50.46,50.2574,50.3254,50.549,0.917656,50.2934,50.5572,0.166554
3952,0,50.46,50.2574,50.3254,50.5486,0.917656,50.2934,50.5567,0.166554
3953,0,50.44,50.2574,50.3255,50.5481,0.915314,50.2934,50.5556,0.146554
3954,-0.01,50.43,50.2539,50.3221,50.5475,0.914142,50.2934,50.5548,0.136554
3955,0,50.48,50.2574,50.3256,50.5472,0.919995,50.29,50.5526,0.190022
3956,-0.01,50.44,50.2539,50.3222,50.5467,0.915314,50.2934,50.5543,0.146554
3957,0,50.43,50.2574,50.3257,50.5461,0.914142,50.29,50.5501,0.140022
3958,0,50.44,50.2574,50.3257,50.5456,0.915314,50.2934,50.5533,0.146558
3959,0,50.44,50.2574,50.3258,50.5451,0.915314,50.2934,50.5528,0.146558
3960,0,50.44,50.2574,50.3258,50.5446,0.915314,50.2934,50.5523,0.146558
3961,0.01,50.47,50.2608,50.3293,50.5443,0.918826,50.2934,50.5528,0.176558
3962,0,50.44,50.2574,50.3259,50.5438,0.915314,50.2969,50.5548,0.143091
3963,0,50.44,50.2574,50.326,50.5433,0.915314,50.2934,50.551,0.146554
3964,0.01,50.45,50.2608,50.3295,50.5428,0.916486,50.2934,50.5508,0.156554
3965,0,50.43,50.2574,50.3261,50.5423,0.914142,50.2969,50.5531,0.133091
3966,-0.01,50.43,50.2539,50.3227,50.5417,0.914142,50.2934,50.5492,0.136554
3967,0,50.43,50.2574,50.3262,50.5412,0.914142,50.29,50.5453,0.140022
3968,0,50.44,50.2574,50.3262,50.5407,0.915314,50.2934,50.5485,0.146554
3969,0,50.43,50.2574,50.3262,50.5402,0.914142,50.2934,50.5477,0.136554
3970,0.01,50.45,50.2608,50.3297,50.5398,0.916486,50.2934,50.5479,0.156554
3971,0,50.44,50.2574,50.3263,50.5393,0.915314,50.2969,50.5505,0.143091
3972,0,50.43,50.2574,50.3264,50.5388,0.914142,50.2934,50.5463,0.136554
3973,-0.01,50.43,50.2539,50.323,50.5383,0.914142,50.2934,50.5458,0.136554
3974,0.01,50.47,50.2608,50.3299,50.5379,0.918826,50.29,50.5433,0.180022
3975,0,50.43,50.2574,50.3265,50.5374,0.914142,50.2969,50.5483,0.133091
3976,0,50.43,50.2574,50.3266,50.5369,0.914142,50.2934,50.5445,0.136554
3977,0,50.43,50.2574,50.3266,50.5364,0.914142,50.2934,50.544,0.136554
3978,0,50.43,50.2574,50.3267,50.5359,0.914142,50.2934,50.5435,0.136554
3979,0,50.43,50.2574,50.3267,50.5354,0.914142,50.2934,50.543,0.136554
3980,0,50.43,50.2574,50.3268,50.5349,0.914142,50.2934,50.5425,0.136554
3981,0,50.43,50.2574,50.3268,50.5344,0.914142,50.2934,50.542,0.136554
3982,0,50.43,50.2574,50.3268,50.5339,0.914142,50.2934,50.5416,0.136554
3983,0.01,50.44,50.2608,50.3303,50.5334,0.915314,50.2934,50.5414,0.146554
3984,0,50.43,50.2574,50.3269,50.5329,0.914142,50.2969,50.544,0.133087
3985,0,50.43,50.2574,50.327,50.5324,0.914142,50.2934,50.5402,0.136554
3986,0,50.43,50.2574,50.327,50.532,0.914142,50.2934,50.5397,0.136554
3987,0,50.43,50.2574,50.3271,50.5315,0.914142,50.2934,50.5392,0.136554
3988,0,50.43,50.2574,50.3271,50.531,0.914142,50.2934,50.5388,0.136554
3989,0,50.43,50.2574,50.3272,50.5305,0.914142,50.2934,50.5383,0.136554
3990,-0.01,50.43,50.2539,50.3237,50.53,0.914142,50.2934,50.5378,0.136554
3991,0,50.41,50.2574,50.3272,50.5295,0.911795,50.29,50.5333,0.120018
3992,0.01,50.44,50.2608,50.3307,50.529,0.915314,50.2934,50.5372,0.146554
3993,-0.01,50.39,50.2539,50.3239,50.5284,0.909444,50.2969,50.5384,0.0930869
3994,0,50.43,50.2574,50.3273,50.5279,0.914142,50.29,50.5324,0.140018
3995,-0.01,50.43,50.2539,50.3239,50.5275,0.914142,50.2934,50.5353,0.136554
3996,0,50.41,50.2574,50.3274,50.5269,0.911795,50.29,50.5309,0.120022
3997,0.01,50.44,50.2608,50.3309,50.5265,0.915314,50.2934,50.5347,0.146554
3998,-0.01,50.43,50.2539,50.3241,50.526,0.914142,50.2969,50.5373,0.133091
3999,-0.01,50.43,50.2539,50.3241,50.5256,0.914142,50.29,50.5301,0.140022
4000,0,50.41,50.2574,50.3276,50.5251,0.911795,50.29,50.529,0.120022
4001,0,50.41,50.2574,50.3276,50.5245,0.911795,50.2934,50.5319,0.116558
4002,-0.01,50.41,50.2539,50.3242,50.524,0.911795,50.2934,50.5314,0.116558
4003,0,50.41,50.2574,50.3277,50.5235,0.911795,50.29,50.5275,0.120026
